Men,Women,VotingAgeCitizen,IncomePerCap,Poverty,Professional,Service,Unemployment,Hispanic,White,Black,Asian,Native,Pacific,Income,Employed
1983,3469,3781,14602,24.0,19.9,20.7,29.7,9.2,11.8,76.4,0.0,0.0,0.0,30783,1976
3530,3939,4601,25139,18.6,26.9,18.2,6.3,29.0,10.7,48.4,9.2,0.0,0.0,34514,4270
3091,2769,4435,44176,1.6,53.1,11.1,1.7,2.1,95.3,2.0,0.6,0.0,0.0,84514,3116
2478,2465,3401,19747,14.9,28.3,19.2,6.6,58.7,31.5,7.9,0.3,0.1,0.0,57881,2373
1981,2386,3202,25256,23.5,37.2,26.6,5.3,0.5,81.7,15.1,0.0,0.0,0.0,44922,1596
2224,2113,3168,62519,5.2,64.7,8.4,3.7,5.4,53.1,13.2,23.4,0.5,0.0,159091,2355
1425,1789,1986,17242,48.0,5.8,53.3,8.1,0.6,4.5,94.4,0.1,0.2,0.0,23173,1273
1510,1502,2493,40493,6.0,60.1,13.1,2.4,0.4,91.9,1.4,5.4,0.0,0.0,64290,1860
1323,1389,2026,52418,2.1,56.0,7.1,6.9,7.2,79.2,2.5,7.3,0.0,0.0,134205,1355
3012,3064,3451,19120,21.4,26.3,14.2,6.9,31.7,58.6,1.2,5.2,0.9,0.0,36272,3013
2239,2375,3620,32827,12.9,27.7,16.5,2.3,2.7,75.6,19.1,0.0,0.0,0.0,56504,2074
1372,1536,1816,33638,5.8,50.8,13.6,4.5,15.2,53.9,10.8,17.2,0.0,0.0,76866,1672
2145,2037,2550,16528,30.0,16.2,31.2,9.1,65.1,23.9,1.3,1.5,5.9,0.0,25166,1681
3303,4037,5629,27606,11.9,36.9,13.5,4.5,6.2,62.8,24.1,4.2,0.5,0.0,59825,3763
2148,2019,3222,30358,7.8,26.8,12.3,4.3,0.6,99.1,0.4,0.0,0.0,0.0,66250,2069
1627,1833,2901,36913,19.5,38.8,17.2,4.5,23.0,71.2,0.8,3.1,0.0,0.0,74063,1625
700,775,1125,57865,20.6,45.0,25.3,8.5,3.8,65.4,20.6,1.7,4.1,0.0,57250,584
1584,1604,2564,52057,6.7,52.1,11.3,4.1,5.2,91.6,0.3,1.4,0.3,0.0,78839,1581
3902,4275,5566,43140,9.2,56.2,13.9,6.4,23.3,44.8,2.3,26.2,0.0,0.4,94063,3385
832,755,1290,34367,7.1,42.2,13.1,2.4,0.8,95.0,0.8,0.0,0.7,0.0,64327,739
2260,2504,2986,17491,26.3,18.2,24.4,9.1,10.0,42.6,37.4,1.7,0.0,0.0,33588,2087
1854,1797,2463,25019,14.6,28.9,16.5,7.0,50.2,42.9,2.5,1.3,0.0,0.0,67292,1562
1309,1295,1957,35006,3.5,30.1,11.3,3.0,0.0,92.5,5.3,0.2,0.0,0.0,78500,1072
1162,1148,1835,20677,19.4,21.7,23.5,9.3,0.3,90.9,6.3,0.0,0.0,0.0,38750,938
2297,2796,3868,22743,16.8,22.3,32.8,4.6,3.4,86.8,8.4,0.0,0.2,0.1,38499,2412
2220,2448,3094,14855,45.7,16.6,22.7,20.8,18.2,73.8,0.4,1.3,0.6,0.0,35307,1406
1276,1336,2062,19233,20.6,19.3,20.7,3.6,0.1,96.3,0.1,0.0,0.0,0.0,33961,1056
3015,2828,3343,26807,17.1,31.0,18.2,7.5,39.9,35.3,16.7,6.6,0.4,0.0,55806,2986
1637,1711,2588,26188,25.2,28.3,28.3,8.7,2.1,92.0,3.3,0.0,0.0,0.0,32135,1372
1419,1231,1882,22478,14.5,20.6,22.4,4.4,22.6,36.8,39.2,0.6,0.0,0.0,51250,1272
2017,1962,2514,19093,17.8,10.5,34.9,9.5,36.2,51.9,7.5,0.6,0.0,0.0,48185,1886
1585,1531,2226,24781,14.7,37.1,24.7,7.5,10.4,71.6,0.4,4.0,3.0,0.5,61250,1636
1346,1331,2053,18467,21.3,37.2,15.3,11.6,0.6,98.8,0.0,0.0,0.6,0.0,39143,785
2143,1769,1938,27528,23.3,31.4,17.5,11.1,56.3,36.9,0.9,4.1,0.0,0.0,54141,1818
1612,1866,2336,43061,5.9,47.5,9.0,1.2,4.7,83.5,7.1,0.7,0.0,0.0,85694,1794
2076,2164,3460,75206,6.7,65.1,6.5,2.6,2.1,87.6,3.0,5.9,0.2,0.0,134777,2298
1196,1178,2045,34340,16.8,30.1,20.4,5.0,1.0,94.9,0.2,0.0,2.9,0.0,53750,945
1716,1270,2489,8644,54.8,16.8,26.5,16.5,100.0,0.0,0.0,0.0,0.0,0.0,13156,841
2196,2523,3147,27880,20.9,32.0,25.6,10.6,9.3,43.3,32.3,7.7,0.0,0.2,47472,2016
2624,2898,3913,39227,12.2,53.1,11.8,6.1,34.7,17.9,2.4,39.5,0.0,0.2,93452,2738
352,450,779,36300,8.0,41.8,13.1,2.3,6.2,91.1,2.6,0.0,0.0,0.0,37969,213
856,1097,1473,22486,7.5,33.3,13.1,2.8,2.5,60.6,34.3,0.0,0.0,0.0,40764,884
1315,1600,1841,28267,7.4,37.9,14.9,5.5,22.1,39.4,30.1,4.0,0.0,0.5,61161,1440
2721,2741,3584,29914,12.2,36.2,17.6,5.8,32.4,51.5,12.4,2.2,0.2,0.0,61698,2839
6520,6819,9725,25959,10.6,39.4,12.8,5.2,3.2,24.9,56.8,11.3,0.0,0.0,63275,6675
2126,1462,3095,13291,52.1,13.4,33.2,12.4,2.2,64.3,27.2,2.2,0.0,0.9,25490,1748
3652,3606,6075,46074,4.7,47.9,9.1,6.2,6.2,87.7,0.6,4.0,0.0,0.0,99345,4607
1171,1274,1882,20593,29.4,17.8,30.9,15.7,1.2,95.5,1.6,0.0,0.0,0.0,27576,905
1816,2188,2954,21505,14.8,20.8,16.2,6.3,3.5,83.7,9.2,0.0,0.0,0.0,41763,2041
2935,3151,4256,22289,30.7,34.3,20.6,12.3,34.5,61.9,0.3,0.9,0.0,2.0,36660,2599
1739,1972,2724,29266,14.9,33.7,20.1,8.4,20.8,49.2,8.9,5.1,0.0,0.0,52619,1871
2478,2392,3427,39793,17.4,45.3,20.7,5.2,30.0,62.8,1.1,1.2,0.0,0.0,78676,2439
3243,3035,4677,34816,4.0,43.5,12.7,4.0,3.4,77.1,3.4,0.8,4.4,0.0,76971,3399
1497,1617,2458,20369,24.6,38.1,23.7,10.3,97.5,2.5,0.0,0.0,0.0,0.0,34924,1217
6441,7516,11815,43426,5.9,42.6,13.4,5.4,4.6,94.0,0.2,1.2,0.0,0.0,62957,5587
1000,1019,1542,13701,42.5,9.6,17.2,32.6,2.7,1.5,91.9,0.0,0.0,0.0,26833,512
2465,2756,3877,41379,3.8,47.4,13.4,4.0,7.6,46.3,24.2,18.8,0.5,0.0,98889,2820
3118,2707,4333,69843,4.7,56.6,9.1,4.9,6.2,87.4,2.7,2.7,0.0,0.0,175268,3018
2824,2671,3385,19189,31.4,27.4,21.1,7.1,63.6,34.8,0.0,0.2,0.0,0.0,29403,1843
2550,2536,3086,18608,17.3,8.8,38.5,12.1,32.4,25.9,25.7,13.1,0.0,2.4,34943,2330
1859,2035,2890,42048,8.1,61.8,6.3,3.5,1.6,73.2,10.3,13.6,0.8,0.2,84810,2173
1037,996,1754,34394,10.3,31.3,15.0,8.4,1.2,92.8,3.5,0.7,0.0,0.0,55324,1014
1159,1099,1802,23042,11.8,22.9,12.9,2.8,5.8,74.6,12.8,0.0,1.4,0.0,45662,969
2119,2349,3008,24412,18.7,36.0,29.8,8.7,17.1,60.5,10.2,6.6,0.4,0.0,48917,1810
1527,1753,2107,31087,12.9,33.1,17.2,3.2,45.9,17.0,4.2,29.4,0.0,0.8,81167,1895
4453,5028,7687,57383,8.9,62.8,10.8,5.0,6.1,65.8,18.2,5.2,0.9,0.0,90521,5802
1571,1956,2979,21945,16.5,28.6,19.7,9.1,3.6,90.1,3.5,0.5,0.5,0.0,37642,1681
1177,1221,1778,33790,5.3,30.8,17.1,3.4,6.3,92.0,0.1,0.7,0.3,0.0,66950,1249
1207,1362,1899,30912,7.1,38.6,14.8,3.5,4.3,84.5,1.4,0.4,2.3,0.0,76700,1369
3605,3210,3800,19682,13.0,19.2,21.9,8.7,77.5,9.6,0.2,10.9,0.1,0.0,71937,3173
1367,1487,2581,48908,8.5,42.3,19.3,7.0,6.0,92.1,0.8,0.2,0.0,0.0,60379,1187
3305,3342,5152,42560,4.4,54.4,11.9,2.4,1.0,97.1,0.5,0.4,0.0,0.0,94875,3286
2552,2764,3725,21315,17.9,26.5,18.8,7.2,7.6,35.3,49.4,0.4,0.2,0.0,39754,2270
660,880,1098,26328,10.0,28.1,26.3,7.5,4.0,0.8,94.8,0.0,0.5,0.0,67679,718
2112,2382,3200,28146,20.2,28.7,17.9,5.8,14.9,62.1,16.2,1.3,0.0,0.0,54125,2069
2290,2241,3398,18306,22.5,24.9,29.5,10.2,12.6,18.9,65.7,1.1,0.0,0.0,38246,2279
3614,2639,3729,42358,13.0,32.9,28.2,3.3,42.4,39.3,11.4,4.3,0.0,0.0,52902,4015
3945,3786,5727,17121,27.1,29.3,18.0,9.4,1.0,4.1,4.3,0.4,86.3,0.0,40815,2944
1688,1597,2302,30010,8.0,31.5,20.1,14.7,43.6,33.0,4.3,16.4,0.0,0.0,82037,1562
3160,3390,4627,61500,6.6,69.0,6.6,2.4,4.9,82.8,6.7,4.1,1.2,0.0,104063,3374
2708,2690,3389,14352,29.9,27.3,28.8,11.8,94.3,5.7,0.0,0.0,0.0,0.0,27107,2042
3040,3134,4580,44172,7.3,40.0,15.4,2.8,5.9,73.1,2.1,10.9,0.3,0.0,82849,3643
3601,3092,3494,17452,36.6,23.6,28.1,10.4,30.6,45.6,13.2,10.5,0.0,0.0,40964,2755
1625,1828,2231,45782,8.3,57.3,12.0,1.9,15.5,37.6,14.7,30.0,0.4,0.0,61379,2167
2097,1884,2805,89205,1.7,66.7,6.9,3.0,0.9,82.3,2.2,7.5,0.0,0.0,186563,1702
1271,1351,2024,20316,21.2,22.1,32.2,0.2,3.7,67.8,26.3,0.0,0.4,0.0,46599,1255
1564,1527,2184,103807,4.1,75.9,2.4,4.6,12.5,67.4,1.3,11.8,0.0,0.0,154632,2004
4026,3280,1700,13468,24.2,9.7,20.8,9.1,94.4,3.9,0.4,1.0,0.0,0.0,39694,2876
1024,1182,1469,11788,49.2,13.9,39.1,28.5,0.2,9.2,83.7,2.0,0.0,0.0,16837,591
673,881,1241,23712,13.1,38.4,19.0,7.3,0.3,94.0,0.4,1.4,0.0,0.0,38355,675
3905,5199,5637,44375,21.3,72.3,7.1,4.9,8.0,45.0,10.0,30.9,0.0,0.0,84444,5182
1586,1822,2430,19782,25.1,20.3,32.9,7.7,40.1,49.0,2.5,7.1,0.0,0.0,36976,1643
2811,2600,4505,11079,48.2,26.2,26.8,21.5,99.6,0.4,0.0,0.0,0.0,0.0,18028,1383
2105,2455,3557,37410,5.6,39.3,21.6,7.4,2.0,93.5,1.4,0.6,0.7,0.0,54709,1839
2488,2300,3665,42458,2.9,59.3,5.5,2.7,6.3,91.0,0.9,0.0,0.9,0.0,86833,2074
8833,9700,11357,25305,6.9,34.6,9.9,8.2,38.5,32.8,10.0,17.5,0.1,0.0,90653,7838
1317,1436,1784,56707,2.8,68.4,5.8,4.6,6.0,53.7,1.4,34.7,0.0,0.0,150391,1381
1510,1979,2725,23850,19.2,43.5,17.4,10.9,10.7,49.7,39.2,0.2,0.0,0.0,48576,1567
2016,2350,3396,20661,24.6,23.6,19.5,11.8,3.9,94.8,0.0,0.2,0.4,0.0,38728,1917
2192,2350,3533,29271,10.8,29.0,16.5,6.9,5.7,75.1,16.1,0.7,0.3,0.0,57893,1842
1706,1590,1522,14725,15.8,6.5,32.6,13.9,78.9,15.2,3.9,1.0,0.1,0.0,48818,1314
2848,3063,4347,43823,4.6,54.3,11.0,2.3,9.8,61.9,9.9,16.4,0.0,0.0,99972,3262
375,365,617,26526,10.8,44.7,9.8,2.9,0.0,100.0,0.0,0.0,0.0,0.0,39432,430
2003,2104,3305,22559,17.6,29.5,25.3,15.7,1.1,83.9,13.3,0.7,0.0,0.0,40863,1708
2608,2865,4288,23165,20.6,27.2,15.9,10.6,2.7,68.0,29.2,0.1,0.0,0.0,38405,2236
3752,3381,5320,20887,14.5,31.1,17.5,4.4,2.5,97.2,0.0,0.0,0.0,0.0,49911,2899
839,1020,1186,12729,48.5,9.6,32.8,10.8,9.7,5.8,82.4,0.0,1.2,0.0,17399,519
1535,1467,2210,20560,17.0,22.8,15.3,3.2,0.4,96.6,2.4,0.0,0.0,0.0,41184,1287
1359,1457,1869,62615,0.4,65.7,11.5,4.0,4.5,85.8,2.3,6.7,0.0,0.0,156932,1370
3698,3849,6099,35734,8.3,50.7,12.4,9.0,4.2,89.0,1.0,3.9,0.4,0.1,59552,2867
1922,2110,3070,30644,5.7,40.4,12.9,6.6,2.9,76.0,13.0,1.9,0.2,0.0,63125,1668
2268,2509,3461,48372,5.8,59.4,6.7,5.8,10.0,62.8,6.2,11.4,0.5,0.0,77254,3072
2532,3269,4183,27236,13.0,38.5,17.2,1.3,37.8,48.3,2.9,2.0,0.0,0.0,47711,2675
3366,3235,4817,32261,7.2,38.6,10.6,5.0,5.1,92.0,2.6,0.1,0.0,0.0,74623,3377
912,1093,1490,18099,27.3,15.6,24.1,12.9,3.0,78.3,7.1,0.4,0.0,0.0,39856,896
1514,1722,2549,24329,34.6,34.8,17.6,0.0,41.9,33.5,7.8,10.6,0.0,0.0,58119,2077
1387,1677,1954,15366,39.7,26.0,28.5,15.7,6.8,49.3,26.6,1.9,3.9,0.0,30061,1102
1561,1797,2677,23535,14.5,42.4,17.7,4.8,7.0,72.8,12.7,3.8,0.0,0.0,42838,1986
2024,1281,2486,34832,6.9,42.9,10.7,15.6,21.8,67.0,4.0,3.7,0.1,0.3,74571,515
1612,1898,2871,24058,20.1,34.4,11.7,5.6,1.7,89.5,6.2,1.1,0.0,0.0,51250,1388
2430,2372,3716,58722,12.8,77.1,8.8,10.3,3.4,67.7,5.1,18.6,0.0,0.0,96364,2728
1426,1674,2404,12111,34.5,18.6,23.2,13.9,99.7,0.3,0.0,0.0,0.0,0.0,23946,1129
1903,2163,3336,56858,17.9,60.6,15.4,6.3,1.6,82.6,5.2,4.4,0.0,0.0,69750,2398
2176,2390,3570,34255,13.5,37.9,12.9,5.3,6.4,61.5,26.5,0.8,0.5,0.0,93629,2266
1759,1551,2257,30395,14.1,40.4,13.5,5.2,1.7,76.5,1.0,9.0,0.1,0.0,71662,1529
1607,1559,2597,18910,24.3,32.0,25.2,13.2,1.0,30.1,62.4,0.7,0.0,0.3,45247,1723
4014,3167,1608,12430,41.8,16.2,32.3,5.9,46.5,9.7,22.4,13.7,0.0,0.0,28559,3261
3934,3911,5939,38761,13.5,50.6,10.6,0.8,5.5,78.3,9.5,5.7,0.5,0.0,74938,4273
2678,2518,3784,35013,6.4,39.1,17.8,7.1,10.6,82.2,4.8,0.5,0.0,0.0,82500,2520
4173,4282,5132,27608,12.0,32.4,24.8,8.7,32.5,58.0,0.7,3.2,3.0,0.0,61034,3420
3032,2776,3310,45404,4.2,64.0,17.8,4.4,14.6,36.6,3.5,43.0,0.5,0.7,110982,2856
2179,2206,3276,24647,21.5,31.2,18.5,2.5,2.8,89.9,0.3,0.2,1.8,0.0,46563,2146
2043,2067,3386,29272,5.5,40.9,19.1,5.7,2.4,77.1,18.9,0.0,0.0,0.0,58167,1869
1851,1397,2313,44774,19.0,49.5,12.4,3.2,1.5,71.5,6.3,10.4,0.0,5.1,86810,1373
1121,1024,1698,26308,10.5,30.1,14.3,3.3,2.0,96.6,0.0,0.4,0.5,0.0,48472,972
2887,2573,3761,22414,20.8,30.9,19.7,7.1,17.7,71.8,0.8,4.2,2.1,0.0,63434,2403
2702,2549,2796,30864,11.1,40.7,23.8,2.7,34.0,24.1,1.4,35.4,0.0,0.0,66184,2836
3242,3469,5133,31774,8.1,40.3,16.9,2.8,13.3,79.8,0.6,2.7,0.0,0.0,69552,3682
3785,4294,6261,26202,19.1,34.8,9.0,8.4,2.4,88.7,8.4,0.2,0.1,0.0,54094,3550
2946,3125,4697,23421,16.6,33.0,20.3,14.9,5.5,75.6,15.4,0.2,0.0,0.0,41753,2758
1061,1517,1980,20016,24.4,25.3,29.2,16.0,1.8,87.0,3.0,4.5,1.2,0.0,31867,1108
2047,2284,3258,23482,16.0,29.5,8.2,11.3,2.9,93.9,0.6,0.7,0.0,0.0,41210,1726
2218,2726,3684,15662,34.7,30.4,28.9,16.5,5.1,1.9,91.4,0.0,0.8,0.0,31332,1777
1433,1501,2053,17887,24.6,21.6,24.7,9.9,24.6,62.7,10.0,0.0,0.1,0.0,34800,1368
1743,1702,2426,71130,2.1,65.4,10.8,2.3,0.0,97.3,0.8,0.2,0.0,0.0,115294,1624
2301,2004,3118,27944,9.7,27.3,15.7,3.5,3.0,96.3,0.3,0.1,0.0,0.0,59438,2278
985,1123,1551,23909,13.9,36.6,21.8,4.5,25.6,73.6,0.2,0.3,0.3,0.0,40625,887
3872,5736,5988,11586,52.6,12.9,31.2,19.0,60.6,1.4,36.6,1.1,0.3,0.0,18370,2383
1765,2136,1535,15013,26.9,11.4,29.2,6.3,94.9,4.6,0.0,0.5,0.0,0.0,25982,1931
2297,2229,3021,44624,12.7,73.1,9.6,3.2,3.3,80.6,0.6,14.0,0.0,0.0,77167,2334
1153,1417,2237,17212,38.8,45.5,19.6,10.6,1.0,47.2,45.1,5.6,0.0,0.0,35590,997
2914,2787,3954,19680,24.8,26.2,14.2,10.1,13.1,84.1,0.0,0.0,2.0,0.0,37719,2367
644,581,857,17770,2.5,37.4,20.9,18.4,19.5,43.1,25.8,3.3,0.0,0.0,46546,235
688,661,1158,13633,34.8,24.3,22.3,17.8,0.4,7.0,82.7,0.0,5.5,0.0,24554,600
3235,2901,4602,41564,16.8,61.8,15.3,2.2,28.1,63.3,1.7,1.9,0.0,0.0,67996,3958
1445,1379,2083,30190,6.8,32.9,15.5,1.1,0.7,95.5,1.7,1.2,0.0,0.0,67778,1494
1238,1152,1964,23562,27.0,28.0,13.8,15.7,2.9,89.8,0.0,1.5,3.3,0.0,42019,788
4593,4522,6661,35667,12.0,42.2,13.6,9.1,34.1,53.9,7.7,1.7,0.7,0.0,66857,3392
632,904,1509,38029,11.6,64.4,13.1,11.3,2.2,96.0,0.6,0.6,0.0,0.0,41711,298
1320,1339,2131,39219,10.6,34.6,27.4,1.1,23.7,72.6,3.5,0.1,0.0,0.0,65900,1637
1474,1760,2377,22253,14.9,26.0,28.6,8.7,2.5,79.1,12.4,0.6,0.0,0.0,48438,1555
2528,2433,3593,52877,2.6,66.4,9.6,4.8,11.4,68.6,6.2,10.6,0.2,0.0,146597,2409
1026,1372,1713,12337,33.8,21.1,31.6,13.7,1.8,0.2,96.1,0.0,0.0,0.0,24688,702
2991,3860,4294,21124,27.8,19.4,32.9,11.7,47.5,30.9,13.6,3.6,0.3,0.7,44573,3214
762,795,1279,66946,1.3,62.7,6.1,4.1,4.4,87.0,0.0,7.1,0.4,0.0,96667,719
1936,2374,2321,17548,25.9,27.9,16.6,8.6,30.8,3.3,59.7,3.3,0.0,0.0,38750,2095
1960,2294,2644,23705,5.6,38.7,14.1,3.9,33.4,48.4,7.5,7.4,0.6,0.2,65865,1980
1384,1279,2185,31377,12.6,39.2,11.4,8.8,8.1,80.0,1.1,2.3,1.1,1.4,63159,1087
2001,2190,3158,27626,12.2,37.3,13.2,7.8,2.7,33.2,61.1,0.0,0.0,0.0,67199,2076
1118,1242,1657,14839,29.7,14.8,31.9,10.2,10.8,19.1,65.3,4.3,0.0,0.0,33203,916
1601,1526,2603,29145,17.0,25.6,18.9,12.3,3.2,50.0,41.1,3.7,0.0,0.0,35484,1655
2420,2340,4056,20644,18.8,18.2,16.3,14.9,0.7,92.0,1.2,0.8,2.1,0.0,39155,1630
939,1327,2123,18949,33.6,38.6,31.9,8.7,1.0,5.7,91.6,0.4,0.0,0.0,14724,533
1242,1551,1780,26748,22.2,49.0,19.6,9.2,19.4,15.8,8.1,53.1,0.0,0.0,32455,1612
1898,2089,3025,50350,5.4,62.4,10.3,5.0,2.5,77.8,4.6,13.1,0.0,0.0,76313,1703
1432,1610,2362,16474,32.2,19.1,27.9,8.2,0.9,94.9,2.6,0.2,0.0,0.0,29964,1058
2578,2361,2957,14640,20.8,14.4,20.0,13.0,21.8,19.1,36.1,21.9,0.0,0.0,37064,2014
2460,2226,2925,28913,21.2,28.9,23.6,4.7,30.3,47.1,16.3,3.6,0.2,0.0,46551,2306
872,850,1342,29281,9.5,29.0,27.4,4.4,0.7,98.8,0.1,0.0,0.0,0.0,61397,869
2390,2367,2012,13817,26.0,16.4,31.4,6.3,96.8,2.3,0.9,0.0,0.0,0.0,48559,2066
1298,1367,2241,30945,6.4,36.1,17.4,2.6,2.1,95.1,0.6,0.9,0.0,0.0,59223,1304
3227,3370,5697,34752,14.1,35.5,19.7,6.8,2.1,92.9,0.2,1.6,0.3,0.0,53992,2401
992,1009,1608,26238,11.7,31.8,14.7,4.5,0.1,98.0,0.0,0.2,1.5,0.0,49038,978
1748,1596,2549,24395,12.1,32.1,16.1,8.4,1.1,70.8,7.7,0.1,11.9,0.0,52917,1379
2288,2185,2885,19183,53.1,50.6,19.0,4.5,13.8,54.1,11.0,18.2,0.0,0.0,26090,1987
1922,2147,2733,37158,7.1,53.2,12.8,6.6,17.9,68.3,1.6,7.3,0.4,1.0,68484,2150
1455,1579,1154,16399,27.6,18.6,25.3,15.2,80.0,13.5,2.3,4.0,0.0,0.0,41432,1273
2515,2927,3813,50068,11.1,61.2,12.2,6.8,14.6,66.6,1.6,12.2,0.0,0.0,97406,2852
3075,2770,4068,31675,5.3,37.9,14.8,3.2,5.5,89.4,1.2,0.8,0.0,0.0,60871,3247
1628,2209,3042,29607,5.5,41.4,15.3,2.2,2.9,51.9,41.2,2.2,0.0,0.0,62539,1869
1724,2042,2700,29897,16.9,23.0,22.3,3.8,0.0,73.1,23.0,1.7,0.0,0.0,51406,1972
1674,2427,3404,31361,13.6,58.0,13.7,5.2,25.3,64.4,0.9,1.6,1.6,0.0,54809,2192
3852,4167,5845,33439,6.5,36.2,16.5,4.0,0.5,94.8,0.3,2.0,0.0,0.0,70873,4217
1824,1777,2882,26460,5.7,28.7,29.0,9.5,6.5,93.5,0.0,0.0,0.0,0.0,53441,1595
1449,1656,2252,144698,6.2,68.3,6.7,1.1,9.3,83.2,0.0,5.2,0.0,0.0,243194,1619
2560,2696,4073,47133,4.3,50.1,12.7,5.0,2.6,94.2,0.5,0.7,0.0,0.0,93393,2855
2389,2762,3878,24083,15.1,40.5,12.0,9.2,12.9,72.8,9.5,3.0,0.5,0.0,49583,1996
1866,1991,2993,57291,5.0,61.5,9.2,2.3,20.5,72.4,1.3,2.6,0.3,0.5,76719,2538
2272,2311,3455,19232,26.3,24.4,18.1,9.8,13.2,69.9,5.7,2.2,0.7,0.0,42057,2200
1969,1575,2813,23898,13.0,26.7,26.5,8.7,12.8,64.9,15.7,3.8,0.0,0.0,54552,1580
2322,2320,2652,24068,33.0,31.4,18.2,5.6,39.9,49.7,2.0,2.0,0.0,2.8,38750,2573
2023,1994,2999,23586,16.1,26.7,14.4,2.9,1.6,96.1,0.2,1.2,0.0,0.0,49361,1922
1424,1165,2200,27143,18.0,48.7,9.9,1.1,10.8,81.7,0.3,2.0,0.0,0.3,42911,727
1609,1839,2659,23621,18.5,20.8,26.0,4.2,1.3,47.8,34.6,1.2,8.0,0.1,40030,1383
1499,1469,2338,38546,6.7,29.9,18.4,5.7,5.4,91.2,2.8,0.0,0.0,0.0,90900,1438
1094,1338,1807,23708,4.8,22.3,7.9,5.3,4.5,92.2,2.8,0.4,0.0,0.0,55978,1191
1581,1816,2710,36289,7.9,36.6,18.9,6.3,11.6,80.2,5.0,2.0,0.0,0.0,65959,1660
1234,1416,1837,18761,19.1,25.1,18.8,9.9,52.8,19.9,13.1,10.5,0.6,0.2,32061,1240
3262,2835,4027,37416,3.6,38.6,15.5,8.9,8.8,69.0,1.7,17.3,0.0,0.5,96050,2937
2523,2463,3632,43686,4.7,53.1,10.1,3.1,2.3,94.6,0.8,1.0,0.0,0.0,106509,2801
2599,2263,3582,34139,5.4,30.4,17.6,4.1,18.4,75.7,3.3,1.9,0.0,0.0,91319,2660
1374,1377,2133,20646,19.3,26.2,17.8,5.7,8.2,80.8,2.1,0.3,6.1,0.0,37585,987
1432,1691,2540,7723,59.9,25.1,27.8,30.5,99.4,0.6,0.0,0.0,0.0,0.0,13486,814
1490,1659,2556,48255,10.9,47.1,24.1,0.0,27.9,72.1,0.0,0.0,0.0,0.0,44524,1496
4371,3771,5011,16454,22.3,16.9,30.7,3.8,87.4,11.7,0.2,0.3,0.0,0.2,38825,3543
1889,2287,3374,37895,7.7,43.9,16.9,3.3,1.7,86.0,7.0,3.9,0.1,0.0,62548,1689
3489,3836,4679,18856,21.9,18.5,19.6,6.8,78.5,15.4,4.0,0.0,0.0,0.0,50793,3023
2360,1926,3075,17952,31.2,24.2,21.6,12.5,56.1,29.6,10.1,1.6,0.2,0.0,28929,1582
1617,1771,2213,27681,5.2,38.3,13.2,4.6,27.9,50.9,13.4,3.2,4.5,0.0,77206,1670
2325,2476,3354,54052,8.3,59.0,15.3,2.1,13.8,76.1,1.3,7.8,0.0,0.0,93382,2653
5075,6058,5790,26124,18.7,28.6,28.1,2.5,26.7,16.5,2.0,54.4,0.0,0.0,49167,5565
2208,2150,3205,31095,9.9,28.0,16.9,4.8,16.5,47.5,13.6,16.5,0.0,0.2,82500,2118
2670,3222,3934,20025,26.9,23.0,44.0,12.4,10.4,0.8,88.0,0.0,0.0,0.0,28877,2443
1316,1241,1911,56421,3.3,69.2,7.3,4.7,9.9,23.2,5.2,61.2,0.0,0.0,175714,1261
1232,1210,1979,24843,19.2,31.2,21.1,6.4,1.1,95.7,0.7,0.2,0.0,0.2,38274,887
3344,4435,5446,21448,22.6,41.0,25.9,12.4,22.5,63.5,1.9,8.7,0.0,0.0,46050,3354
1514,1641,2342,20266,22.0,22.6,33.5,10.3,0.0,93.6,1.8,0.9,0.0,0.0,35332,1315
1519,1780,2821,63158,7.3,73.0,7.3,4.5,7.8,66.2,6.0,14.3,0.0,0.0,84815,2387
1646,1891,2325,16285,26.0,22.2,10.6,9.9,23.7,39.5,34.4,0.0,0.8,0.0,31508,1277
2406,2887,3888,23975,22.9,29.0,18.4,4.8,5.0,91.9,0.8,0.8,0.0,0.0,45211,2766
1253,1277,2016,35890,5.0,30.3,26.8,9.6,5.4,15.2,74.1,1.7,0.0,0.4,77250,1259
2924,3141,4584,32791,13.6,32.1,21.5,7.1,13.8,75.5,4.1,2.7,0.0,0.0,59643,2972
1863,1882,1622,19546,11.9,11.6,18.0,5.1,59.6,11.7,9.9,8.1,1.0,4.3,58197,1823
913,997,1505,24246,15.2,18.3,21.5,8.0,8.1,90.8,0.9,0.0,0.0,0.0,43225,924
3827,4057,4626,16756,24.2,26.2,34.6,12.1,65.7,23.9,5.3,0.5,0.8,0.4,40230,2909
2539,2763,3506,31917,4.3,34.8,10.3,3.8,39.4,58.2,0.7,0.0,0.3,0.0,80951,2525
1636,2022,2992,52358,3.9,59.1,13.7,6.6,1.5,90.2,5.3,0.4,0.0,0.0,84392,1802
4800,4879,5454,57646,14.3,49.8,18.4,1.8,13.7,68.4,5.6,7.1,0.0,0.0,88913,4595
1174,1223,1827,27409,14.2,26.8,14.1,8.2,5.5,73.8,0.2,0.3,16.2,0.0,49632,842
1121,1409,1914,23689,17.2,35.8,24.3,11.1,3.8,91.1,0.0,0.0,0.7,0.0,51781,1197
2712,2907,4643,40840,3.4,35.4,10.5,5.7,3.6,73.2,20.4,2.3,0.0,0.0,73910,2883
