Men,Women,VotingAgeCitizen,IncomePerCap,Poverty,Professional,Service,Unemployment,Hispanic,White,Black,Asian,Native,Pacific,Income,Employed
2453,2786,3249,16076,24.6,14.8,30.1,9.0,49.1,46.1,0.2,2.2,1.0,0.2,34261,2145
5847,5289,3280,11182,43.1,12.8,23.9,5.9,98.1,1.6,0.0,0.2,0.0,0.0,31664,3575
1157,952,1623,27406,19.6,20.0,22.7,2.3,71.7,15.8,3.9,0.2,0.0,0.0,45625,1211
2738,3543,4290,30229,7.4,47.0,18.2,5.4,31.7,39.2,24.5,2.7,0.0,0.0,75663,3466
2984,2571,4047,20496,26.7,25.9,11.4,7.7,2.1,78.6,17.2,0.5,0.9,0.0,44014,2276
2864,2975,3675,24305,3.9,37.2,16.5,7.8,38.7,29.6,19.6,4.3,0.8,1.0,64353,2524
2198,2299,3387,44438,2.7,50.1,16.9,4.5,18.2,52.9,0.8,23.8,0.0,0.0,139167,2242
3735,4150,3966,25413,20.3,38.1,25.0,9.1,90.1,7.6,1.7,0.5,0.0,0.0,42649,3874
1205,1746,2557,26930,18.2,34.0,29.9,4.4,2.5,24.7,64.5,4.6,0.5,0.0,32125,1550
3837,3598,4950,26051,2.7,35.1,16.4,2.4,14.8,59.3,14.3,7.8,0.4,0.0,76339,4095
1358,1241,2147,32818,10.3,28.7,26.6,5.8,8.8,82.3,1.8,3.1,0.0,0.0,62905,1341
1293,1755,1628,15033,41.6,28.7,30.9,11.7,39.2,2.8,58.0,0.0,0.0,0.0,24135,1183
1961,1865,2781,121782,8.4,70.6,5.9,11.2,5.4,81.6,0.6,9.1,0.0,0.0,159286,1552
3335,3239,4777,38837,8.4,43.3,10.8,6.2,29.6,44.2,5.6,18.3,0.3,0.0,107266,3049
1784,1733,2703,33842,3.8,41.3,17.5,9.7,2.2,95.7,0.1,0.7,0.0,0.0,71250,1702
987,937,1498,31165,6.4,31.8,22.4,2.1,3.1,95.2,0.0,0.0,1.7,0.0,85469,914
2123,2168,3121,19003,19.2,29.3,21.2,7.0,9.9,78.7,8.4,0.7,0.1,0.0,36122,1745
3868,3094,5280,46367,1.3,48.2,6.2,0.2,24.6,69.5,0.0,4.3,0.0,0.0,115021,3994
1929,2156,3359,23809,18.8,30.0,35.0,5.0,3.8,93.5,2.7,0.0,0.0,0.0,35977,1776
1739,2371,2779,25339,26.8,30.9,36.2,8.2,45.7,42.9,9.0,1.2,0.0,0.0,36281,1962
2881,4678,4884,11901,47.9,16.6,33.5,30.9,44.3,1.1,47.8,5.2,0.0,0.0,13207,1775
2050,2218,3116,35609,5.5,34.8,15.2,2.7,0.0,86.5,8.8,0.3,0.1,0.0,84583,2152
1388,1402,2262,28674,16.1,36.9,11.1,4.2,0.4,97.8,0.2,0.8,0.2,0.0,46645,1454
1593,1709,2615,23312,10.2,30.2,20.8,6.8,4.1,63.7,29.0,1.4,0.5,0.0,50662,1627
971,1563,1950,10745,56.7,6.4,55.5,13.1,0.4,10.3,89.3,0.0,0.0,0.0,15346,598
687,677,1046,15154,44.0,34.2,25.5,12.4,4.3,79.2,12.5,0.0,0.8,0.0,20260,529
1162,1049,1757,27704,15.6,28.0,13.6,8.7,2.6,93.0,0.2,0.2,0.4,0.0,43550,922
528,756,1045,24210,16.1,42.0,10.6,3.4,0.0,65.4,30.0,0.0,0.0,0.0,41713,621
1128,1401,1891,27082,8.4,35.3,24.2,12.0,3.2,46.4,46.4,2.8,0.8,0.0,45385,1119
1580,1751,2506,27120,7.4,26.9,21.0,7.0,9.2,82.6,3.7,1.8,0.0,0.0,59471,1611
1275,1283,1919,21983,22.4,24.6,23.7,6.6,14.0,83.2,2.8,0.0,0.0,0.0,38063,1046
2653,2326,3602,33685,3.5,32.1,18.3,8.1,32.3,55.6,5.0,4.5,0.0,0.0,82973,2427
1405,1184,1649,21181,19.9,26.2,31.4,13.4,9.9,29.5,39.0,15.7,0.0,0.0,54960,1243
844,1378,1181,5977,81.5,3.2,57.1,44.2,0.9,0.6,97.4,0.0,0.5,0.0,8733,473
2875,2247,3832,23958,14.9,32.6,20.3,11.7,17.3,47.7,31.2,0.0,0.2,0.0,34266,2191
2326,2553,3512,21402,13.4,25.4,20.7,3.3,1.2,97.0,0.2,0.3,0.6,0.0,43068,2178
1153,1047,1588,16043,32.5,25.9,21.6,6.1,0.4,98.3,1.1,0.0,0.1,0.0,29358,820
1226,1199,1980,35485,13.2,54.6,15.2,9.8,7.6,79.0,4.4,6.2,0.3,0.0,51250,1592
3725,5074,6689,19268,16.6,30.5,17.3,7.9,5.0,72.4,4.1,0.8,12.7,0.2,48849,3188
4565,4417,6564,46994,6.0,39.7,13.9,3.7,2.0,92.5,1.1,2.6,0.0,0.0,98587,5426
846,1034,1352,15788,27.9,15.4,34.5,7.2,18.5,70.0,4.3,3.9,0.0,0.0,33846,766
1417,1521,2324,27624,15.9,32.3,20.8,1.3,1.5,96.2,1.2,0.2,0.2,0.0,41591,1385
3166,3259,3954,17875,8.4,21.7,22.8,11.5,89.7,2.7,0.1,6.4,0.9,0.0,83083,2768
1560,1438,2198,25528,7.0,32.4,15.4,4.9,0.0,87.0,5.3,5.6,0.0,0.0,52258,1517
1156,1424,2192,41861,4.1,40.0,16.0,1.8,1.4,91.4,0.2,7.0,0.0,0.0,61000,1215
2295,2871,3731,25040,20.7,30.4,20.1,10.1,8.4,77.3,12.1,1.2,0.0,1.0,41678,2467
1508,1518,2035,21356,15.0,20.9,22.4,7.1,31.3,60.3,3.5,0.1,4.3,0.0,46348,1386
905,1372,1595,12642,37.4,13.3,42.3,18.4,1.1,3.7,93.2,0.3,0.0,0.3,26438,777
3295,2916,2881,14770,24.7,8.4,25.9,21.6,91.3,2.1,2.6,2.8,0.0,0.0,46972,2544
2248,2181,2546,44095,2.5,55.3,14.9,3.2,10.1,20.1,6.4,57.9,0.2,0.7,104759,2609
1524,1364,2137,25399,12.7,35.5,9.5,6.2,7.4,83.1,1.6,3.8,0.0,0.0,51190,1320
2570,3554,4333,42875,3.5,60.7,12.3,4.5,2.3,72.0,13.1,9.9,0.0,0.0,64565,2848
6672,6581,8547,76688,2.3,59.7,9.0,3.4,3.7,88.9,2.9,3.8,0.0,0.0,193419,5830
2100,2923,3798,29454,12.3,38.5,14.6,2.2,4.8,88.7,0.0,3.3,0.6,0.0,50140,2281
2400,2771,3830,36916,7.2,38.1,16.4,4.0,0.3,96.7,1.0,1.6,0.0,0.0,73881,2464
2314,2710,3455,48984,5.0,57.2,12.9,3.0,12.0,79.7,1.2,5.3,0.3,0.0,82841,2170
2509,2669,3842,55224,2.5,46.8,14.8,4.3,4.3,92.3,0.7,1.9,0.2,0.0,109821,2655
4062,4090,6207,43715,4.2,57.2,13.0,7.1,18.3,76.6,2.1,0.9,0.0,1.0,90680,3807
3172,3292,4823,22942,11.5,19.5,16.4,4.8,0.7,97.6,0.0,0.0,0.0,0.0,51442,3086
2805,2611,3993,29615,6.5,35.7,13.7,5.8,1.0,95.1,1.0,0.1,0.3,0.0,67154,2647
1658,1740,2533,34963,11.9,42.2,18.7,2.1,4.4,49.3,39.6,5.0,0.0,0.0,48304,1787
2175,2206,3771,45019,8.7,41.6,14.3,5.6,7.3,86.0,0.3,2.8,0.7,0.0,71850,2192
294,459,519,8708,72.0,2.8,34.0,29.8,16.9,16.3,63.9,0.5,0.5,0.0,10580,144
1493,1989,2661,25973,15.0,23.0,20.7,8.2,0.1,97.2,1.5,0.0,0.0,0.0,48155,1538
855,790,1219,29405,10.5,31.9,13.9,1.2,0.6,99.3,0.0,0.1,0.0,0.0,52321,927
813,868,1469,66981,7.0,62.4,5.8,0.0,20.3,76.5,0.0,3.2,0.0,0.0,73750,652
2218,2225,3341,27415,16.1,33.1,18.4,7.8,13.9,79.2,3.8,2.1,0.0,0.0,52328,2286
330,307,507,11905,32.8,12.7,36.1,10.9,0.5,1.3,94.2,0.0,0.0,0.0,21250,205
712,888,1231,71331,1.9,57.7,12.7,5.2,14.1,70.4,1.9,10.3,0.0,0.0,121250,828
2703,2327,2958,56375,7.9,72.9,7.0,5.5,3.1,63.3,1.4,29.3,0.0,0.1,123561,2598
1311,1333,2132,26378,4.1,30.1,11.7,5.2,14.1,58.5,18.9,0.0,1.3,0.0,51445,1251
2050,2248,3505,24062,16.4,34.8,20.1,8.1,0.1,98.4,0.0,0.8,0.0,0.0,45590,1835
702,786,1129,14187,38.8,20.7,26.9,17.0,0.0,5.8,93.1,1.1,0.0,0.0,22266,469
2612,2469,3760,24277,15.5,21.0,19.4,5.2,19.5,76.9,1.7,0.4,0.2,0.6,54541,2686
2545,2637,3378,28666,6.2,39.2,14.5,6.3,22.2,29.8,32.9,7.4,0.0,0.6,52281,2755
1650,1679,2779,34552,5.5,54.9,13.6,4.5,7.4,85.1,0.9,2.5,0.5,0.0,65431,2066
2137,2330,3027,28075,10.1,37.2,15.8,9.5,44.3,4.8,0.0,46.6,0.9,0.5,65809,1763
2258,2074,2412,18537,26.7,18.7,18.5,7.3,41.4,52.7,1.4,0.0,1.2,1.0,39390,1867
1727,2265,2690,26024,25.6,30.6,21.8,5.2,26.7,50.5,13.9,3.2,0.7,0.0,46052,1805
3837,3619,5672,35418,6.1,44.1,14.8,3.2,9.6,82.9,1.5,3.5,0.3,0.0,74116,4360
2948,3096,4399,73491,4.9,68.0,2.4,3.5,2.1,91.3,2.9,2.2,0.7,0.0,110739,3008
2195,2305,3410,26448,12.6,25.5,13.9,6.1,6.6,82.4,5.6,0.9,0.3,0.0,54766,2314
3058,3663,5314,31518,22.2,38.2,31.7,4.9,7.9,53.5,13.7,17.5,0.4,0.0,32568,3423
1499,1329,2259,38802,13.9,35.3,27.7,6.6,2.1,90.3,0.4,4.0,2.7,0.0,54861,1509
2920,3088,4054,25680,19.1,19.3,10.9,5.6,10.8,69.3,16.4,1.0,0.9,0.0,35859,3282
3736,2910,3274,20898,17.6,11.6,44.7,9.2,50.0,19.8,7.8,16.7,0.2,0.0,40238,3759
2377,2191,2523,31322,14.9,46.4,18.7,8.5,20.7,34.6,27.7,15.5,0.0,0.0,74758,2574
3684,3719,5729,53688,1.8,49.0,10.1,1.7,3.2,95.3,0.0,0.9,0.0,0.0,127038,4343
2975,3422,2558,10407,58.1,15.9,41.1,13.7,96.8,3.2,0.0,0.0,0.0,0.0,21708,2173
2125,2610,3846,37835,11.1,31.6,18.4,4.4,1.2,94.1,0.1,1.9,0.0,0.0,66289,2180
1447,1356,2261,26703,9.9,30.6,21.4,4.0,4.3,62.8,31.9,0.0,0.0,0.0,49609,1294
2434,2640,2872,24543,16.8,30.2,26.0,6.9,48.1,30.0,9.9,9.9,0.0,0.0,68817,2450
4027,3964,6022,25586,8.9,29.1,18.2,2.5,3.8,95.1,0.1,0.4,0.2,0.0,57448,4041
2195,2238,2566,21501,21.9,28.5,23.7,5.4,16.2,30.8,18.6,33.5,0.0,0.0,53385,2086
1842,1549,2532,56111,11.7,65.2,7.2,8.3,5.8,60.5,25.2,6.1,0.0,0.0,85417,1789
2939,3051,3815,42328,12.0,40.9,21.6,7.8,36.6,42.3,4.7,12.8,0.0,0.1,77050,3000
1728,1968,2933,41561,3.4,43.6,12.7,3.1,2.9,93.4,1.0,1.2,0.0,0.0,62891,1894
1145,1248,1571,48240,2.6,53.0,9.4,4.4,13.3,79.8,2.7,3.9,0.0,0.0,120417,1042
1838,1942,2883,38747,10.8,48.1,12.1,0.0,0.4,94.9,1.0,2.6,0.0,0.0,66313,1902
2510,2550,4253,30839,12.9,42.7,22.0,14.5,8.6,79.4,4.5,1.6,0.6,0.0,56728,2291
1706,1971,2471,24474,14.0,27.7,24.3,3.6,12.8,84.9,1.1,1.1,0.1,0.0,47618,1899
2295,2326,2860,23373,18.8,21.2,28.6,3.7,25.4,69.1,4.6,0.2,0.0,0.0,48462,1991
3584,3141,2281,17231,28.0,25.5,28.0,4.6,53.9,8.8,20.2,12.5,0.0,0.0,30045,3570
5694,6670,8149,33538,9.7,42.6,12.7,3.9,0.3,51.8,41.9,1.5,0.0,0.0,92578,5879
1857,1821,3136,42083,2.8,48.3,11.7,4.1,5.5,92.6,0.0,0.0,0.2,0.0,70521,1618
1531,1921,2637,23302,22.5,27.3,15.2,9.2,0.6,3.3,95.6,0.0,0.0,0.0,53603,1551
797,930,1203,40121,1.4,47.0,6.9,2.7,4.9,78.7,0.0,13.3,2.0,0.0,83750,854
2236,2427,3027,30677,13.4,36.7,19.5,7.4,32.4,45.1,13.3,8.3,0.0,0.0,67865,1899
1909,2148,2910,30347,14.6,41.2,15.6,2.1,8.1,87.5,2.5,1.0,0.0,0.0,50701,2237
2777,2937,3790,22133,15.3,25.1,23.3,6.8,32.0,23.8,15.3,19.3,0.0,3.2,55086,2386
1807,1653,1355,10856,31.5,10.7,24.1,11.6,71.9,17.9,2.1,0.3,4.5,0.3,32632,1262
2466,2721,4001,21750,43.5,40.5,17.4,13.8,27.6,37.9,23.1,6.7,0.0,0.0,22869,2339
2503,3211,4606,33394,8.0,43.1,19.4,5.1,0.3,90.9,1.5,5.3,0.0,0.0,53490,2875
1202,1302,1680,12914,33.9,21.9,29.2,15.2,90.4,0.8,0.0,0.0,8.0,0.0,29025,795
1414,1592,2636,54531,10.3,52.3,9.1,6.8,4.4,94.7,0.0,0.4,0.0,0.5,66875,1380
2428,3021,4426,41920,6.7,40.0,17.2,1.7,5.8,88.7,0.3,1.9,0.0,0.0,62468,2365
2055,2074,3127,37604,7.0,43.9,10.1,7.4,7.9,65.6,12.1,10.6,0.0,0.0,51627,2089
2385,2416,3268,31389,12.6,40.2,13.5,3.6,28.2,32.2,12.6,24.4,0.0,0.0,69333,2304
3471,3463,4873,20553,16.1,21.7,26.8,2.5,14.9,81.9,0.0,0.3,1.0,0.0,41120,2939
1981,2267,1914,19338,17.9,17.1,22.2,6.1,78.7,17.3,2.9,0.0,0.0,0.0,46559,1980
1568,1523,2293,23059,13.2,20.0,18.5,4.4,1.6,97.0,0.0,0.0,0.0,0.1,56152,1554
2882,3541,4790,34421,6.1,46.5,18.0,3.9,11.1,75.4,5.3,2.8,0.0,0.0,85694,3242
4918,4957,6696,25251,15.3,26.0,17.0,14.4,39.8,56.6,0.6,1.2,0.0,0.0,53276,3926
1849,2529,3560,41969,5.4,58.0,10.2,1.8,0.0,96.7,2.7,0.0,0.0,0.0,59868,2679
1841,2224,2774,25314,9.3,36.5,21.9,10.6,5.9,12.9,75.0,0.1,0.0,0.0,60893,1848
1254,1705,1899,55112,17.1,51.8,12.4,4.8,39.9,53.9,1.6,3.1,0.9,0.0,70641,1179
3818,3104,4817,54962,5.3,61.2,14.6,2.4,6.1,74.9,0.7,15.0,0.0,0.8,105714,4265
1706,1812,2476,23008,7.2,24.2,17.0,7.9,26.3,64.5,2.4,1.3,0.0,0.4,61656,1531
4022,4583,5366,38034,7.4,49.6,10.0,2.5,16.2,71.5,2.1,6.9,1.3,0.0,93894,3811
1669,1952,2789,38197,7.0,43.2,15.1,5.6,2.5,88.5,0.5,6.7,0.0,0.0,74583,2055
2166,2363,3123,71577,1.7,66.0,7.5,3.3,0.9,85.6,2.6,7.4,0.0,0.0,122981,2079
3372,3263,2960,24082,14.7,18.8,29.5,11.5,38.3,49.1,3.7,5.1,1.5,0.0,63446,3520
2892,2663,2523,16710,18.9,15.2,23.5,8.2,83.0,8.1,8.5,0.1,0.1,0.0,49016,2119
1803,2119,3108,31021,14.4,41.0,19.9,2.8,2.0,78.8,16.3,1.2,0.0,0.0,55014,2529
3580,3424,5646,31653,11.5,37.0,15.5,3.7,2.9,90.7,5.6,0.0,0.1,0.0,54021,3545
2978,2525,2926,15462,29.1,18.1,16.6,8.2,29.7,56.0,6.1,0.7,2.9,2.9,35714,2199
959,1062,1674,27257,15.3,24.3,19.5,9.3,9.4,71.5,9.8,0.3,6.9,0.0,43821,758
1757,1532,2739,16074,35.7,30.7,29.8,15.1,13.7,77.3,1.6,1.9,0.0,0.0,26890,1525
2053,1714,2542,28285,15.7,28.4,40.8,6.4,26.4,35.5,14.3,9.2,1.8,1.8,45750,2016
3503,3313,4385,35224,3.4,49.0,12.2,2.8,4.0,92.0,0.7,1.0,0.1,0.5,102716,3306
1930,2043,2973,50378,4.4,68.1,11.4,2.9,2.1,84.1,2.3,10.0,0.2,0.0,82014,2010
2320,2359,3294,21741,15.1,32.7,9.3,6.9,3.8,93.8,0.1,0.7,0.1,0.0,52813,2199
629,539,1039,32528,10.6,60.7,14.4,7.0,94.0,6.0,0.0,0.0,0.0,0.0,50368,542
1007,979,1648,31150,12.1,29.8,19.0,4.4,0.3,96.3,0.5,0.9,0.0,0.0,49519,992
3303,3563,4856,61266,2.1,58.4,11.9,4.4,3.6,83.4,6.7,2.2,0.0,0.0,116102,3266
4258,4207,5129,22496,21.7,23.4,39.5,9.7,11.4,57.5,8.8,11.5,1.9,2.1,42967,4166
1905,1960,2966,37488,8.3,41.6,13.0,1.3,7.1,80.0,9.6,0.2,0.0,0.0,92222,2356
1580,1616,1900,42554,6.9,62.8,12.9,5.5,15.4,45.9,7.8,26.5,0.1,0.9,91029,1646
663,866,1208,35916,4.6,51.7,9.9,6.2,51.7,31.8,6.3,8.3,0.0,0.0,87639,760
2139,2113,3154,25288,17.2,29.1,20.5,7.1,9.6,75.0,10.8,2.4,0.8,0.0,43706,2076
1768,1403,2922,59574,16.3,70.8,11.8,3.2,3.0,86.3,6.8,0.9,0.0,0.0,54247,2091
1251,1388,1649,9647,68.3,10.6,34.6,25.0,14.0,21.0,57.4,0.3,0.0,0.0,21681,745
2102,2264,3286,27947,8.4,25.2,20.0,7.2,15.1,76.7,0.0,0.9,0.9,0.0,54892,2111
2386,2660,3956,27224,4.9,48.8,15.4,3.1,5.0,84.5,5.7,0.1,0.9,0.0,71458,2455
3728,2954,4418,21423,21.6,20.9,23.4,4.5,30.5,48.0,12.4,1.4,2.6,0.0,39963,3271
1544,2040,2784,31045,10.9,41.1,22.9,8.1,28.3,64.4,2.8,4.1,0.0,0.0,49224,1639
2318,2188,3376,21632,19.9,20.9,17.5,5.4,4.4,69.1,4.8,0.0,10.2,0.0,40000,1826
1480,1989,2807,30359,9.3,37.1,14.0,9.1,1.0,45.1,49.6,0.9,1.8,0.0,47053,1388
653,862,1193,46374,11.5,45.6,20.6,2.1,7.7,86.1,0.7,1.5,0.0,0.0,79167,851
3053,3121,3467,24182,10.4,21.8,25.2,3.8,27.8,37.5,11.5,11.7,0.7,3.1,50773,3202
4630,5529,6158,23541,4.9,27.4,21.0,7.8,52.2,22.3,18.6,5.1,0.3,0.1,91445,4546
1512,1576,2126,52894,10.6,55.7,8.5,1.8,2.5,91.7,0.0,5.5,0.0,0.0,104091,1278
1931,1702,2905,40526,2.1,46.4,11.7,1.7,1.1,98.2,0.0,0.7,0.0,0.0,83929,1853
2490,2471,2589,14162,28.2,17.8,30.0,5.6,94.5,4.1,1.4,0.0,0.0,0.0,40833,2189
1273,1449,1861,14410,26.0,16.3,22.3,8.7,13.7,75.1,6.8,0.4,0.0,0.0,28145,1157
5526,5420,8865,60092,16.0,71.8,8.4,3.8,32.0,51.8,1.5,11.8,0.0,0.0,68500,6250
1190,1060,1738,34684,6.4,35.9,15.8,1.8,1.0,96.3,0.0,2.2,0.0,0.0,61815,1227
1627,1387,2130,31349,7.2,31.8,17.2,4.7,13.8,54.7,7.1,20.3,0.4,0.0,56000,1775
2319,2475,3928,11119,44.3,26.1,24.7,16.6,100.0,0.0,0.0,0.0,0.0,0.0,19785,1593
2883,2699,4465,47237,4.7,44.5,19.3,4.4,15.3,69.7,3.3,4.9,0.8,0.0,72389,3001
1839,2181,3145,46049,11.1,54.4,17.0,7.6,8.9,80.0,1.5,6.4,1.6,0.0,65049,2029
2325,3030,4219,43155,1.7,54.2,9.4,7.3,2.8,11.4,79.3,3.9,0.0,0.0,93388,2810
1232,1619,2147,15396,45.8,17.3,36.7,19.6,0.0,1.8,98.2,0.0,0.0,0.0,25909,1083
3159,3334,4817,31195,8.8,29.6,23.2,5.1,7.3,85.9,3.5,0.2,0.7,0.0,75581,3134
1727,1481,2118,19135,36.9,17.8,27.1,11.0,27.5,3.2,68.1,0.3,0.2,0.0,26835,1079
1133,1586,2191,21067,17.4,22.2,23.9,4.1,1.8,68.0,23.7,1.9,0.7,0.0,40219,1462
1905,1723,2904,26158,9.2,23.1,15.7,6.4,2.2,96.6,0.1,0.0,0.0,0.0,50945,1692
980,1080,1718,93790,9.4,74.0,5.6,2.1,3.1,77.2,9.6,8.8,0.0,0.6,103682,1471
2655,2611,4071,30299,3.4,33.4,22.5,13.3,17.9,70.6,2.2,1.9,0.3,3.7,85577,2333
3235,3058,4573,29586,6.8,30.2,11.3,2.8,5.9,90.8,0.0,2.5,0.1,0.0,62195,3251
1364,944,1230,24460,15.5,25.1,27.9,9.1,58.4,40.8,0.0,0.8,0.0,0.0,53276,1176
1897,2250,3174,19218,25.9,22.0,26.3,4.8,1.2,96.2,0.7,0.4,0.5,0.0,32307,1414
3796,3556,5318,34055,3.1,32.1,14.1,4.2,2.2,94.9,0.7,1.0,0.1,0.0,92127,4136
620,594,943,11009,44.3,34.9,29.6,18.1,2.1,5.3,88.6,0.2,0.0,0.0,26098,304
1122,976,1881,60743,1.8,43.4,8.8,2.9,8.4,88.7,0.0,2.1,0.8,0.0,84511,1188
2509,2094,3280,18522,28.3,24.5,16.6,14.8,23.5,62.1,6.0,2.2,0.8,0.1,33703,1478
1702,1583,2281,46144,8.2,42.3,15.6,7.0,21.0,45.1,0.4,31.0,0.0,0.5,108825,1601
2315,2612,4125,70891,12.3,56.0,10.6,3.9,11.0,48.5,0.0,36.8,0.0,0.0,100226,3158
2882,2751,3564,33258,10.4,34.7,15.2,7.0,33.5,59.2,0.7,4.8,0.0,0.0,79167,2844
5365,6144,8395,28987,10.0,30.7,14.5,8.3,3.3,68.1,24.6,0.9,0.5,0.0,63960,5794
3606,3834,5737,35240,3.7,39.6,10.7,5.5,0.9,97.5,0.2,1.0,0.0,0.0,78505,3638
1569,1483,2166,22771,16.9,34.8,14.0,10.9,9.1,85.5,3.1,0.2,0.0,0.0,42161,1369
765,802,1258,54363,13.6,58.8,12.5,7.2,5.2,75.5,1.8,5.4,5.8,0.0,60625,880
1180,1140,1843,18064,39.8,18.1,30.1,14.5,1.8,70.5,24.1,0.0,0.5,0.0,30658,939
1652,1425,1765,32463,7.2,31.0,21.7,3.8,19.1,34.9,0.8,41.4,0.0,0.0,73750,1621
705,860,1120,23680,38.5,24.8,15.6,3.4,9.8,22.9,59.8,0.0,0.0,0.0,31964,589
2786,2914,4315,80635,4.8,54.0,11.0,4.7,8.9,75.4,1.2,9.9,0.0,0.7,156731,2829
2598,2103,3632,27428,29.1,57.0,11.7,14.4,24.1,50.3,1.7,20.5,0.4,0.0,63542,2058
1571,1794,2429,19647,23.5,18.6,15.5,9.1,11.6,82.8,1.0,0.0,0.0,0.0,37750,1369
1874,1939,2676,55562,3.2,66.1,8.5,1.2,2.3,85.3,2.9,7.7,0.0,0.5,131058,2047
2978,2945,4191,33410,6.4,39.2,16.7,4.5,9.2,75.3,9.6,3.9,0.0,0.0,88886,3437
2371,2041,2368,22858,24.1,21.7,14.9,7.3,60.3,25.8,0.1,7.9,0.1,0.0,42270,1709
1945,1689,2811,18503,16.9,29.5,13.5,5.4,3.3,94.5,0.0,0.3,0.6,0.0,34676,1500
1271,1345,1950,22990,21.0,33.9,20.4,2.6,1.2,92.2,0.0,0.0,2.4,0.0,47099,1142
1069,987,1117,23269,24.8,39.0,24.3,16.9,13.5,20.5,0.7,64.4,0.5,0.0,47786,1076
3607,3900,5328,49542,1.9,52.4,8.6,2.0,7.0,78.5,6.5,4.6,0.0,0.0,88923,3445
2927,1918,3447,17783,38.2,52.7,20.3,7.8,5.1,67.6,0.7,20.2,0.0,0.6,22832,2720
3020,3183,4357,30883,14.6,51.0,10.0,10.7,20.2,69.8,3.0,3.6,1.2,0.0,71594,2865
1371,1268,1776,26636,16.4,20.8,23.4,4.6,73.4,23.7,2.3,0.0,0.3,0.0,46695,1195
3719,4361,4708,22639,4.8,23.3,13.8,2.7,34.6,43.3,2.4,10.8,0.3,6.3,81708,4476
1885,2424,3255,27676,12.4,38.7,28.2,10.6,6.0,79.9,10.8,0.8,0.0,0.0,50658,1707
2726,2852,4675,29352,15.7,27.9,23.6,1.8,2.4,92.9,2.1,0.0,0.7,0.0,42500,3152
2955,3352,5030,28088,12.2,34.7,19.5,7.8,0.2,81.4,11.7,1.7,0.0,0.0,49714,2744
3870,3478,3498,18507,10.5,16.6,38.9,7.3,69.3,2.3,12.7,1.4,0.0,11.1,67383,3741
2519,2042,3577,44246,2.3,46.9,14.1,3.3,0.7,94.5,0.5,3.8,0.0,0.0,104650,2372
2001,1968,3241,26989,15.3,22.0,14.7,9.4,0.4,98.2,0.1,0.9,0.5,0.0,45469,1385
1339,1332,1935,21256,15.8,27.5,22.8,7.4,2.8,85.8,9.5,0.0,0.5,0.0,58036,1069
2971,2885,4603,28615,6.9,30.6,15.7,6.2,2.7,92.7,0.2,0.0,1.2,0.0,63281,2976
2688,2156,3833,21209,15.2,22.8,24.9,11.5,7.7,81.6,5.8,0.7,0.4,0.0,38267,2087
3248,4324,5285,42170,12.6,46.0,17.5,9.5,4.4,34.0,50.6,11.1,0.0,0.0,80269,3645
4594,5704,8519,41527,5.1,47.9,18.8,5.6,7.1,89.4,0.5,1.4,1.1,0.0,68529,4844
1896,1875,2912,29521,12.0,31.4,21.5,5.6,8.5,63.6,22.9,3.4,0.1,0.0,61659,2062
2150,2141,2771,28991,15.8,47.5,13.6,2.1,1.5,85.4,2.0,6.8,0.0,0.0,58854,1957
3598,3567,5565,35280,5.2,47.4,15.9,5.9,2.4,95.1,0.2,0.4,0.2,0.0,77034,3305
1978,2012,3124,36515,4.0,42.3,14.5,6.5,6.8,85.9,3.7,0.0,0.0,0.0,69000,2303
2518,2559,3571,30767,10.7,35.5,16.2,7.7,16.7,72.8,0.8,0.7,2.2,0.0,66591,2321
1887,2177,3038,28245,10.4,46.4,13.2,15.2,8.0,19.8,71.2,0.0,0.0,0.0,59028,1684
2214,2391,2295,17337,30.4,24.6,26.3,4.0,59.8,17.9,7.2,1.2,9.0,3.0,44074,2593
1036,1249,1754,11942,50.2,25.7,9.9,19.5,0.0,19.2,79.5,0.0,0.0,0.0,17292,668
1686,1474,2512,35963,6.0,38.5,15.9,3.1,1.7,96.4,0.0,0.4,0.4,0.0,76597,1622
2152,2970,3062,14496,23.7,16.5,22.0,6.1,24.3,35.7,38.0,0.0,0.0,0.0,33342,1839
2068,1726,2681,29577,15.2,37.3,27.0,6.7,30.3,59.7,5.1,3.5,0.2,0.0,49918,2507
3499,3802,4323,18550,28.5,24.4,25.0,8.6,34.1,20.8,0.6,38.9,0.6,1.2,45676,2842
1818,2101,2710,22817,6.6,27.8,18.3,7.4,86.3,4.6,0.9,7.3,0.0,0.9,60526,1850
4248,4389,5704,19959,8.7,25.0,14.2,9.9,12.8,80.9,0.6,0.0,4.0,0.0,52818,3816
3871,3852,5031,24403,9.8,26.4,17.2,5.9,76.3,8.0,5.0,10.6,0.0,0.0,77155,3686
1276,1277,1976,22835,12.5,24.7,22.9,2.0,2.5,90.4,4.8,0.0,0.8,0.0,38824,1212
1754,1742,2717,54871,7.4,51.6,6.7,5.8,1.5,54.8,34.3,7.8,0.0,0.0,82757,2308
1985,2301,3211,35521,10.7,39.6,14.1,2.5,26.0,58.2,3.7,7.5,3.1,0.0,56766,2470
2384,1933,2934,16343,21.4,13.7,17.5,10.4,11.6,66.0,20.4,0.0,0.5,0.0,35316,1516
2865,3409,4919,16332,34.8,25.5,25.8,15.7,8.6,56.7,16.6,6.4,1.0,2.9,39500,2650
