Men,Women,VotingAgeCitizen,IncomePerCap,Poverty,Professional,Service,Unemployment,Hispanic,White,Black,Asian,Native,Pacific,Income,Employed
1770,2226,3235,31668,11.5,44.5,19.5,0.4,8.8,72.8,3.3,1.4,5.6,0.0,51705,2527
1224,891,1503,21796,40.6,34.6,24.7,6.8,31.7,46.7,17.4,3.5,0.0,0.0,24738,1013
2231,2608,3563,18636,24.4,21.2,18.7,6.8,1.0,88.7,3.3,4.6,0.0,0.0,34861,2058
814,789,1300,39646,5.1,28.6,23.8,4.8,1.1,97.4,0.3,0.2,0.1,0.0,82571,812
1704,1885,3479,35332,11.3,39.3,28.7,10.3,0.8,95.9,1.6,0.9,0.5,0.0,43817,690
1467,1302,1744,29263,13.0,34.6,23.9,4.6,33.9,41.6,6.4,16.7,0.0,0.0,70573,1331
1055,1217,1377,15056,23.2,22.4,34.7,5.8,24.1,29.1,35.5,0.5,1.5,0.0,36302,865
1637,1599,2368,20228,18.1,18.4,15.6,6.8,1.8,81.1,1.3,0.1,9.1,0.0,41466,1144
1456,1523,2228,36507,6.7,43.3,12.7,5.4,31.3,45.1,2.3,20.8,0.0,0.0,92604,1460
2744,2811,3806,21652,17.7,27.0,15.9,5.2,11.3,56.2,30.4,0.0,0.0,0.0,56386,2771
5498,5603,6891,28709,3.2,44.9,19.8,3.6,34.0,57.5,3.4,1.3,0.0,0.2,85136,4747
2645,2998,3880,25286,13.9,21.9,27.5,7.7,29.5,7.4,32.8,25.0,0.0,3.2,73445,2562
1936,2161,3052,38790,5.3,43.1,15.2,3.2,3.9,91.2,0.0,1.2,0.0,0.0,78517,2188
2515,2601,3730,46482,3.6,58.6,9.4,4.6,1.9,90.7,0.8,3.2,0.0,0.0,85151,2889
2362,2720,3405,31080,4.0,48.6,17.9,4.9,6.1,74.5,13.6,0.8,0.5,0.0,71884,2509
980,1026,1965,37494,6.6,27.1,30.9,4.2,12.4,82.0,1.1,4.5,0.0,0.0,50625,457
3782,4111,3118,13405,31.3,10.1,38.6,7.8,77.0,5.3,2.3,13.7,0.0,1.0,41307,3183
2423,2428,3470,28327,13.1,28.8,18.2,2.0,5.1,86.7,4.6,2.8,0.0,0.0,66250,2494
1159,2050,2048,10209,51.8,18.7,42.7,11.6,0.2,1.2,96.9,0.0,0.0,0.0,17852,873
1976,1639,1473,12005,39.1,7.3,37.7,8.0,59.7,14.9,18.5,4.0,0.0,0.0,24051,1455
1921,2138,2399,28412,14.2,26.0,16.4,6.6,45.8,28.1,9.7,10.2,0.6,3.8,53861,1948
1300,1775,2144,9059,44.2,11.0,32.6,30.1,0.1,7.3,92.3,0.3,0.0,0.0,15990,663
1376,1396,922,12516,35.5,19.2,21.5,13.4,92.0,2.4,5.4,0.0,0.0,0.0,28135,1012
1500,1539,1567,12709,30.5,20.0,23.2,14.7,12.1,23.4,21.4,39.3,1.9,0.0,34167,1140
1621,1716,2669,28620,8.4,30.7,16.9,8.7,0.5,96.4,0.8,0.4,0.7,0.0,58994,1676
2363,2729,3477,21193,30.0,30.3,29.0,14.0,15.9,22.7,51.9,2.5,3.2,0.0,38611,2231
1785,1920,2851,29422,7.7,44.7,9.1,6.1,0.0,97.1,2.6,0.3,0.0,0.0,66841,1823
2209,2534,3328,57392,11.5,47.4,6.6,3.3,0.8,91.5,1.2,3.7,0.0,0.0,123556,2232
4904,5272,7235,29944,5.0,42.9,19.8,3.3,2.2,74.5,18.2,1.7,0.0,0.0,72042,5160
4465,4411,6437,32843,6.3,39.0,11.2,4.7,0.2,94.2,5.4,0.0,0.2,0.0,82608,3841
1880,1999,2661,24942,16.2,25.8,18.7,4.0,23.0,66.8,8.7,0.3,0.0,0.0,36503,1841
3200,3296,4809,33441,12.7,36.3,14.8,7.3,4.4,63.8,7.3,21.8,0.0,0.0,53566,3273
3597,3867,5740,12987,53.9,23.5,24.2,9.9,49.9,40.8,7.2,1.5,0.0,0.0,20679,3734
813,754,1206,29944,7.6,38.1,11.6,0.7,2.4,97.3,0.0,0.0,0.0,0.1,56583,803
864,884,1271,28067,14.5,28.0,28.2,10.0,16.9,51.5,19.9,8.8,0.0,0.0,43179,970
885,888,1416,32713,2.7,36.8,22.3,4.1,3.4,94.0,0.0,0.0,0.6,0.0,61713,893
2467,2319,3361,24918,5.0,32.8,11.5,5.3,46.9,44.1,2.2,6.8,0.0,0.0,63910,2306
1166,1085,1796,25603,17.0,18.1,28.8,6.0,0.0,99.5,0.0,0.0,0.0,0.0,42007,1033
1847,1952,2811,36065,8.8,42.6,13.9,0.5,8.6,79.8,0.2,10.5,0.0,0.0,74150,1955
2902,2996,4662,42053,4.9,42.9,14.8,5.0,14.3,80.0,0.3,1.6,2.5,0.0,73966,3542
1044,989,1612,29061,10.9,37.5,25.8,1.9,1.1,76.0,13.3,4.8,0.7,0.0,58088,1186
2139,1936,2975,21179,10.8,25.0,6.8,7.5,15.4,82.3,1.7,0.2,0.0,0.0,46429,1899
2646,2836,3725,25762,14.3,26.2,21.2,10.5,33.4,63.5,0.0,1.0,0.3,0.0,54016,2434
2885,2572,4075,21213,24.1,23.7,18.4,8.0,4.0,39.9,40.8,15.0,0.3,0.0,47574,2404
2025,2223,3946,39015,10.5,48.5,13.7,7.7,0.8,91.9,5.5,1.3,0.0,0.0,57500,1836
2611,2760,3545,38643,4.4,44.5,13.5,1.1,7.2,66.8,7.5,18.2,0.0,0.0,64345,3477
2035,2568,3769,30723,14.7,49.8,15.7,7.0,0.8,95.6,0.4,1.2,0.0,0.0,49115,1828
5476,6533,6978,20583,7.0,41.2,20.3,7.3,62.6,23.8,8.1,2.2,0.0,0.0,68411,5638
1514,1617,2595,23986,12.2,44.8,11.2,7.2,1.1,83.8,15.1,0.0,0.0,0.0,45757,1149
3092,3181,4919,16142,33.7,21.0,26.2,17.6,0.0,96.2,0.1,1.3,1.9,0.0,26831,1958
1622,1683,2870,31289,21.3,58.4,11.7,12.1,5.4,48.3,38.9,2.9,0.0,0.0,55208,1758
2343,2163,3369,64639,3.1,65.6,11.6,4.8,5.2,88.3,0.4,3.0,0.0,0.0,145486,2456
1365,1284,1955,33908,0.2,37.6,18.4,4.6,13.0,76.8,0.9,3.7,0.2,0.0,66875,1464
2463,2461,3588,20421,12.0,24.6,26.4,3.9,7.3,78.1,13.2,0.7,0.1,0.0,37768,1743
2207,2285,3429,22241,19.6,22.8,24.8,4.6,11.1,86.3,0.0,0.0,0.0,0.0,37852,2290
1482,1788,2456,16366,19.0,31.1,34.2,19.6,0.9,17.2,79.5,1.9,0.0,0.0,35028,1291
3238,716,3716,16045,5.5,43.7,14.0,6.1,6.2,53.7,38.4,0.0,0.3,0.1,78542,755
3657,3392,4109,16427,34.3,18.2,27.0,10.2,14.2,53.7,13.3,16.2,0.0,0.0,37636,2830
2226,2268,3059,17624,11.9,14.2,27.9,13.9,93.6,2.8,0.7,2.0,0.0,0.4,46429,1970
2805,2739,4850,26168,12.2,44.5,9.5,9.5,2.2,94.2,2.4,0.9,0.3,0.0,47180,1139
991,823,1422,34901,6.3,40.1,11.2,5.8,1.5,95.7,2.4,0.4,0.0,0.0,56354,1011
1640,1636,2821,35260,6.1,40.4,10.8,3.6,0.5,99.2,0.0,0.3,0.0,0.0,62527,1823
2228,2466,3303,21978,17.2,18.2,16.0,7.7,10.4,82.5,2.3,1.0,0.0,0.0,50212,2038
1308,1222,1910,23882,12.7,32.6,21.2,3.9,6.2,77.8,0.0,0.0,5.2,0.0,57303,1155
2428,2484,3810,28525,10.7,36.5,16.2,6.3,2.5,86.3,5.7,0.7,1.1,0.0,57054,2031
2106,2213,3394,26581,6.6,25.3,16.4,6.4,3.0,84.1,5.1,7.3,0.0,0.0,61250,2083
1533,1475,2198,45713,3.3,62.4,12.6,6.2,8.3,64.1,24.0,1.0,0.3,0.0,122143,1462
1497,1648,2115,25365,5.9,40.0,25.8,6.3,3.0,1.5,91.6,1.7,0.0,0.0,68632,1616
1927,1965,2400,56288,6.4,64.9,12.1,4.3,20.4,38.3,0.0,33.4,0.0,0.0,129813,1992
2199,2134,2407,29511,13.5,26.6,23.1,3.9,40.1,20.6,6.3,28.6,0.0,0.0,58621,2389
2912,52,2221,10687,0.0,60.0,26.7,0.0,50.5,25.6,12.5,5.0,2.1,1.5,135313,45
1287,1304,1339,18738,16.8,15.4,29.0,4.7,57.7,35.2,3.6,1.0,0.2,0.0,54750,1217
1458,1437,2241,26517,6.6,23.7,16.4,3.3,1.5,96.5,0.2,0.0,1.4,0.0,57723,1369
3292,3511,4633,36399,10.1,39.3,16.0,5.6,15.0,58.1,3.8,14.6,0.0,0.0,76685,3686
1933,1964,2998,28641,8.2,30.0,29.2,1.8,3.6,95.3,1.1,0.0,0.0,0.0,51389,2036
2451,2863,3492,16268,43.2,25.1,30.7,23.7,0.0,0.9,98.7,0.0,0.0,0.0,27003,1451
2679,3509,4996,13415,35.2,50.0,20.1,6.2,6.0,42.6,13.7,33.0,0.0,0.0,38944,2186
1772,1564,2437,16727,17.4,10.0,15.5,19.5,3.2,83.1,7.5,0.0,5.2,0.0,46635,1163
2159,1973,3024,38191,3.5,46.9,12.6,2.8,3.8,93.9,0.3,1.1,0.0,0.0,80667,2191
1531,1547,2440,39380,3.4,45.1,10.2,6.5,6.5,88.7,0.0,4.5,0.0,0.0,89464,1729
2031,2201,2812,22093,27.3,23.7,19.0,13.5,15.4,26.7,50.5,0.0,2.0,0.0,42163,1884
2539,1640,2990,35299,25.7,45.3,24.4,9.4,19.8,54.1,5.5,12.1,0.8,0.0,62358,2528
1313,1031,2032,31918,9.3,26.6,21.6,6.4,1.4,96.8,0.3,0.0,0.0,0.0,54050,939
1660,1555,2285,24373,13.2,40.5,14.1,3.3,1.3,96.8,0.0,0.0,0.0,0.0,54911,1443
2632,2793,4803,46816,7.5,53.1,14.6,11.5,2.4,94.2,0.5,1.7,0.0,0.0,64798,1669
1639,1755,2603,30701,10.9,44.9,23.6,5.0,13.8,74.5,5.5,4.0,0.0,0.0,47698,2163
859,825,1310,24254,28.2,28.6,26.6,10.0,2.0,61.5,22.5,2.2,0.4,0.7,37569,920
2586,3256,5682,47381,4.8,43.8,17.5,7.6,7.8,79.5,3.3,8.5,0.0,0.0,67125,1269
2203,2589,2835,15212,43.7,19.4,24.1,7.7,6.3,23.5,64.4,0.0,2.4,0.4,39375,1843
3763,3483,5091,38870,6.7,57.9,14.4,6.3,9.1,59.8,16.8,11.8,0.1,0.0,96148,3271
2413,2241,3263,17413,19.3,25.9,24.5,10.1,81.1,14.3,3.2,0.3,0.8,0.0,40213,1815
839,811,1166,19917,15.5,19.0,10.1,3.7,9.4,85.9,1.6,0.0,0.0,0.0,48156,605
2819,3263,4784,46717,3.1,49.0,10.7,2.5,0.6,94.3,1.7,2.6,0.0,0.0,92179,3317
1258,1548,2118,22007,6.0,22.0,20.0,4.8,1.0,98.8,0.0,0.0,0.2,0.0,48200,1244
1503,1366,2202,20426,30.7,32.4,26.1,12.3,13.5,77.3,0.0,2.1,4.7,0.0,28235,1377
2412,2663,3788,23428,24.2,28.2,27.1,5.2,2.4,89.8,7.0,0.2,0.0,0.0,31590,2457
2949,3456,5113,38057,3.6,39.7,15.6,5.4,1.6,78.4,1.2,6.8,1.3,3.4,80938,3706
2010,1974,3080,23532,15.1,24.1,16.2,6.3,0.3,99.7,0.0,0.0,0.0,0.0,59935,1811
2807,2573,4014,27708,11.2,33.0,15.2,10.0,29.8,63.8,0.9,1.6,0.8,0.0,62036,2233
1360,1708,2398,30472,12.1,52.9,10.0,4.4,0.6,90.4,3.9,2.2,0.3,0.0,54375,1554
2346,2346,3476,21973,12.7,33.1,15.7,1.8,1.5,97.9,0.0,0.0,0.4,0.0,51484,2383
2400,2375,3689,24807,11.4,27.7,16.0,7.7,0.8,98.2,0.1,0.0,0.6,0.0,50148,2324
2885,3430,4789,32172,9.7,46.1,13.4,4.6,9.2,74.6,5.9,5.6,0.2,0.0,70153,3586
3105,3993,5508,25460,10.6,38.2,18.2,3.3,0.5,93.1,4.2,0.2,0.0,0.0,46580,3055
794,812,997,14960,34.5,35.7,21.1,14.4,4.2,23.0,0.1,0.1,70.3,0.1,39779,498
878,742,1262,26797,12.0,39.3,15.3,2.6,9.3,87.7,1.5,0.0,0.0,0.1,48850,816
2761,2811,3548,39445,14.3,53.9,18.1,4.1,25.1,59.9,2.8,10.5,0.0,0.0,74280,3589
3004,2828,3696,22153,17.4,28.1,35.0,4.1,45.5,46.3,6.1,0.0,0.0,0.0,45875,2378
1123,1344,1451,21772,26.8,33.9,23.7,9.5,18.6,9.1,65.2,2.9,0.0,0.0,37202,1184
1004,1131,1775,53250,2.5,52.5,15.4,6.3,9.1,86.1,0.6,4.2,0.0,0.0,77979,1035
3092,3580,5209,28213,23.8,38.4,24.7,6.4,6.1,81.4,1.5,6.0,0.5,0.4,44020,3292
2138,2176,3087,51397,2.3,61.2,10.2,5.3,2.5,86.7,2.4,7.5,0.0,0.0,127353,2250
1850,2275,2989,25960,8.1,34.2,13.8,4.2,2.5,95.4,0.5,0.0,1.1,0.0,63989,2193
4533,5517,8596,39221,10.1,43.4,20.1,6.3,6.6,89.3,2.7,0.0,1.4,0.0,48245,4572
2056,2068,3298,33248,9.4,29.8,20.5,1.6,7.5,90.1,0.1,1.1,0.0,0.2,48773,1984
3749,3763,4888,31739,15.0,27.3,18.4,5.9,33.1,64.9,0.9,0.0,0.4,0.0,49617,3222
1613,1511,2389,39316,3.2,32.2,13.4,2.1,1.2,97.3,0.0,0.1,0.8,0.0,88587,1765
2446,2663,3924,25752,13.8,21.5,16.4,2.3,2.1,94.3,0.2,0.4,1.0,0.0,45188,2177
1502,985,2088,55876,7.9,46.6,10.5,2.8,16.4,71.8,3.8,5.5,0.0,0.0,63906,1741
4227,3157,5647,16598,16.7,25.6,24.3,7.5,3.9,69.3,24.1,0.0,0.6,0.1,48750,2363
4265,4577,6252,38528,1.5,49.7,10.8,3.2,11.4,80.4,3.9,1.9,0.0,0.0,98569,4595
3065,3025,4760,44641,4.6,45.2,21.4,6.2,0.1,97.7,0.0,1.8,0.0,0.0,89423,3212
3222,3095,4766,20623,24.5,17.8,13.6,5.4,0.0,68.9,28.9,0.9,0.0,0.0,45000,2911
2178,1688,2886,15996,32.9,18.9,10.9,12.0,0.0,77.0,0.0,0.0,19.5,1.3,46250,1186
2504,2711,4545,37241,8.6,34.8,27.5,9.1,1.1,96.0,0.0,1.2,0.6,0.0,55893,1758
3224,3525,4249,22021,6.4,29.2,16.5,8.0,45.7,18.7,27.3,8.3,0.0,0.0,50815,3369
1362,1140,1223,19289,21.7,11.2,32.4,1.4,34.7,40.2,23.4,0.7,0.2,0.0,33536,1055
1470,1685,2474,18824,26.1,27.5,18.9,15.7,1.6,1.8,95.6,0.0,0.0,0.0,41059,1118
1022,1182,1671,54947,7.4,59.4,6.9,1.8,23.5,51.4,2.9,15.8,0.0,0.0,71585,1276
2169,2299,3258,30221,3.3,42.0,15.5,6.1,2.7,84.2,5.1,2.1,1.8,0.1,71328,2335
3570,2845,4214,44248,5.6,54.7,17.7,4.3,13.3,47.0,19.3,17.4,0.2,0.0,130329,3061
1408,1364,1711,16335,22.3,26.6,19.2,17.6,35.1,45.7,15.5,2.1,0.0,0.0,49167,1054
5190,4949,7054,34393,4.0,37.5,15.7,2.2,14.4,82.3,0.5,0.2,0.2,0.1,84726,5410
2141,2132,2686,18898,25.2,21.6,29.2,8.2,39.1,46.0,11.4,0.8,0.0,0.2,45352,1946
1284,1241,1679,19778,23.7,20.2,15.6,10.8,14.4,82.9,1.9,0.0,0.2,0.0,40361,1093
3456,3321,4558,39819,5.4,34.1,21.7,4.1,9.3,12.3,70.5,2.8,0.0,0.0,86540,3700
1098,1544,1733,17100,34.1,21.0,20.7,9.6,4.2,46.2,42.0,0.7,1.6,0.0,30114,1116
2067,2086,3238,36030,6.9,49.5,14.4,3.6,2.9,91.3,1.4,1.2,0.3,0.0,66415,2103
3027,2724,4204,46005,5.8,42.2,9.4,1.9,5.8,72.1,13.1,8.7,0.0,0.0,79765,2846
2571,2695,3971,40540,4.5,48.5,13.9,3.5,5.2,87.7,4.9,0.4,0.0,0.0,101715,2635
2173,2019,3140,70134,16.9,74.7,7.2,5.6,8.3,62.5,0.4,23.9,0.0,0.0,93792,2217
2214,3023,3848,24290,6.2,26.5,16.9,3.7,7.7,29.8,53.9,8.6,0.0,0.0,54564,2793
5640,6157,7321,26502,13.5,35.9,30.0,2.6,21.6,42.9,7.7,20.3,0.0,1.3,76676,6329
1246,1153,1537,22443,28.8,18.8,40.1,0.7,72.2,19.8,6.5,0.0,1.5,0.0,29534,1312
1716,2036,2716,33739,6.4,39.9,18.5,11.3,21.9,61.7,10.0,4.5,0.0,0.0,60521,1902
2533,2471,3509,41000,4.6,43.0,19.4,6.5,12.1,66.1,10.6,8.4,0.3,0.0,99491,2547
3105,3516,4306,62282,1.4,66.1,8.1,3.1,11.6,63.9,3.6,17.7,0.0,0.8,139938,3140
1888,2103,3100,35338,1.4,46.2,14.7,2.2,2.3,95.4,1.0,0.0,0.6,0.0,74301,1876
2476,2480,2665,12750,31.1,20.4,21.2,8.5,75.0,10.9,11.6,1.4,0.0,0.5,43125,1503
566,653,949,23604,27.7,19.6,11.2,6.7,0.0,64.5,35.3,0.0,0.2,0.0,42500,403
1046,1447,2114,34139,9.2,50.6,13.3,3.2,10.2,83.2,2.6,4.0,0.0,0.0,48676,737
1701,1879,2540,48062,3.7,55.9,11.0,5.1,16.7,38.3,11.9,21.9,1.0,1.7,115417,1979
1229,1160,1890,28385,11.0,31.1,24.1,7.8,15.8,57.3,0.4,2.0,20.5,0.5,51739,1026
1487,1702,2284,28252,20.7,44.2,17.0,6.0,30.6,52.2,8.1,7.1,0.7,0.0,36109,1643
1302,1861,2640,33701,8.2,46.7,14.8,2.1,4.9,88.1,5.7,1.4,0.0,0.0,57679,1314
1191,1223,1618,22184,10.7,28.0,13.6,4.5,33.0,60.9,5.2,0.5,0.0,0.0,34750,854
1466,1411,2123,21503,23.7,15.2,23.5,17.3,0.0,5.9,90.2,1.9,0.0,0.0,52368,1328
4584,4081,4833,31016,7.8,30.7,26.8,4.2,26.0,15.4,43.8,9.5,0.0,0.0,88716,4622
2738,2738,4407,18977,27.4,19.3,28.9,5.7,3.0,53.7,40.4,1.2,0.0,0.0,29261,2377
3280,3213,4433,21189,20.4,24.5,21.5,10.4,73.2,6.9,17.2,2.0,0.0,0.0,41476,2386
3902,4225,6176,32742,5.7,37.2,12.9,2.7,4.0,90.1,0.0,3.7,0.5,0.0,65651,4310
856,881,1134,13009,31.7,5.1,20.9,7.3,7.7,8.9,79.3,0.0,0.0,0.0,27853,608
4823,4940,5607,53331,4.8,65.5,5.6,3.4,7.9,74.7,0.3,14.9,0.0,0.0,155739,4717
1602,1841,2632,20384,23.1,28.8,25.4,3.5,3.6,61.1,34.6,0.5,0.0,0.0,32527,1506
1729,1863,2734,34421,9.7,47.3,14.4,5.5,4.1,74.3,4.5,10.3,2.2,0.0,71016,2071
1535,1737,2321,20604,19.7,24.4,22.5,6.7,1.3,81.2,7.6,5.2,0.7,0.0,49375,1540
3118,3079,3694,16063,21.4,18.9,19.5,7.8,96.7,3.3,0.0,0.0,0.0,0.0,43036,2804
1157,1298,1970,21235,19.7,17.8,16.8,6.6,3.8,85.7,5.5,0.0,0.0,0.4,44087,1138
2153,2547,4004,42452,18.5,69.0,12.9,6.3,7.0,51.4,34.2,4.6,0.0,0.0,50750,2364
3395,3219,4491,69540,5.6,52.3,10.4,2.0,3.1,89.5,0.0,5.4,0.0,0.0,126629,3178
976,1043,1447,12777,33.5,12.6,33.1,21.4,6.0,10.2,81.7,0.0,0.0,0.0,25046,706
2073,2225,3264,79561,12.8,70.2,6.9,1.5,6.1,66.1,16.5,7.5,0.0,0.0,106968,2887
1913,1487,2676,27194,9.8,28.4,22.1,9.0,3.9,78.3,9.3,2.5,1.6,0.0,55792,1717
3208,2421,4632,21029,12.6,30.7,23.2,6.5,4.8,88.8,0.3,0.8,3.2,0.4,43539,1822
1120,1141,1607,30784,9.9,45.8,11.5,7.5,3.8,48.5,42.1,1.4,0.0,0.0,90417,1041
975,1125,1771,40806,4.6,48.8,18.6,8.0,1.7,94.2,2.0,0.2,0.0,0.0,91445,1085
1971,2257,2929,29240,19.9,44.4,28.7,16.8,6.3,18.9,70.8,1.3,0.0,0.0,42480,2122
1236,1130,1946,9993,43.9,21.3,30.8,21.0,99.3,0.7,0.0,0.0,0.0,0.0,17007,582
2754,3016,4191,39375,1.2,40.9,10.6,2.3,1.8,70.4,3.2,8.7,0.0,0.0,75744,3288
3506,3586,5272,28920,11.9,35.2,15.4,3.7,3.9,75.4,1.5,0.6,13.7,0.0,61496,3223
566,525,784,30717,10.5,19.8,10.5,2.1,33.4,62.1,4.1,0.0,0.4,0.0,58207,515
4255,3527,5500,25349,4.6,35.5,10.8,3.0,10.3,84.1,0.9,0.1,0.3,0.7,90833,3187
1123,1113,1591,52537,5.1,74.7,6.7,4.7,2.1,75.2,9.3,10.9,0.1,0.0,108958,1231
4357,4717,6793,28024,11.6,36.0,19.3,6.6,16.6,59.5,14.4,3.1,0.7,0.0,76322,3692
1027,1220,2159,26159,18.0,26.2,32.2,18.6,8.0,78.9,10.7,0.5,0.0,0.6,29081,503
4365,4669,6506,22727,16.2,20.6,14.1,7.3,6.3,90.8,0.1,0.4,0.3,0.0,60100,4002
3046,4006,5280,26435,15.0,32.4,16.2,7.9,5.0,35.8,50.0,4.6,0.2,0.0,45271,3606
1374,1334,1444,15052,30.6,11.5,20.2,8.2,26.5,55.2,8.2,7.1,0.0,0.0,32257,1169
2053,2091,2847,29114,10.2,58.7,10.5,4.9,8.5,88.3,0.0,0.6,0.7,0.0,81000,1674
643,667,910,24265,21.7,21.5,25.1,4.9,14.7,54.4,22.6,6.2,0.2,0.0,39924,685
1385,1582,2268,13671,36.3,22.3,20.7,29.3,9.4,7.9,82.3,0.0,0.0,0.0,28309,955
2554,2810,3766,64606,2.2,72.4,9.4,5.0,12.0,59.1,2.7,22.7,2.1,0.0,187813,2859
1616,1848,2419,31197,11.0,32.7,17.5,5.7,13.3,82.6,3.2,0.4,0.0,0.0,93480,1649
2914,3027,4375,29405,7.1,30.0,17.7,5.3,5.1,39.8,39.3,8.9,0.2,0.0,89777,2678
2591,3047,3688,17360,26.1,25.5,38.8,13.8,41.6,34.1,9.5,9.2,0.0,0.0,36250,2802
1108,1023,1101,16561,22.5,27.5,28.9,10.4,70.4,9.0,18.2,1.1,0.0,0.0,44129,957
2113,2524,3360,25367,12.9,20.6,21.0,11.2,29.2,46.4,20.3,1.6,0.0,0.0,52005,2233
2411,2656,3010,30674,15.1,49.4,10.9,4.8,20.0,45.6,31.0,1.5,0.0,0.0,56071,2338
3203,3097,3808,35398,9.2,58.9,11.0,4.3,17.4,33.1,12.6,31.6,0.0,0.5,104053,2838
3783,3436,5374,49609,4.5,56.8,5.0,4.7,0.6,86.0,6.6,4.3,0.0,0.0,113607,3675
2099,2106,2811,37057,14.5,27.4,27.5,5.0,32.1,60.4,0.0,1.4,0.5,0.1,60931,2340
3723,3414,4371,28245,11.4,32.5,19.2,6.7,46.7,49.7,0.8,1.9,0.0,0.0,61417,2398
2880,3595,3830,21507,25.5,24.9,21.3,17.9,35.6,34.4,27.6,0.0,0.3,0.0,59216,2911
1942,2100,2990,39738,5.5,44.9,17.3,6.9,5.7,84.7,0.8,7.0,0.0,0.0,73854,2127
705,836,1218,27732,17.1,35.1,13.3,5.2,15.8,82.5,0.1,0.3,0.0,0.0,37279,661
471,448,644,24624,9.7,28.0,12.9,1.1,2.9,93.9,0.7,0.0,0.2,0.0,50278,450
3660,3654,5653,40513,2.4,48.6,16.9,3.2,0.2,96.3,0.9,2.4,0.0,0.0,87708,4105
4302,3930,5341,41117,7.5,56.5,11.4,4.8,32.4,58.1,4.0,3.1,0.0,0.4,116379,3479
1669,1824,2395,85443,1.2,63.3,6.4,4.0,3.7,80.8,4.9,9.2,0.3,0.0,148203,1614
2808,2519,2810,23128,28.2,29.0,25.2,8.5,66.4,25.5,2.4,3.8,0.0,0.0,49179,2918
2344,2340,3615,22315,28.0,25.1,17.0,7.7,0.9,24.8,73.6,0.4,0.1,0.0,40797,1931
3569,3729,5672,35859,6.9,41.4,16.4,5.2,3.2,88.3,2.8,2.8,0.3,0.0,74860,3742
1605,1990,2815,24441,12.9,28.2,18.7,7.2,4.1,91.0,2.7,1.6,0.4,0.0,40216,1779
2290,2475,3422,21354,25.9,23.2,30.8,2.9,8.5,37.5,45.1,5.8,0.0,0.0,31125,2902
536,641,804,13807,34.8,16.1,36.6,11.5,1.5,38.2,49.6,0.0,0.0,0.0,32276,448
2580,2987,4106,41649,4.7,40.2,18.6,3.6,12.1,15.4,4.0,60.8,0.3,3.5,116905,2782
5152,4782,4982,20393,30.7,23.6,11.4,6.2,41.1,47.0,2.1,1.7,0.0,7.0,39352,4333
2192,2001,3197,21558,12.3,25.2,20.4,8.4,6.8,90.4,0.8,0.0,0.0,0.0,41111,2019
2723,2689,4008,22025,18.4,27.6,18.9,5.1,9.1,88.8,0.2,1.4,0.0,0.0,41714,2193
13706,14050,19469,39845,5.2,51.8,13.2,2.8,1.7,94.2,0.8,2.2,0.0,0.0,93768,16301
1089,1075,1816,18148,19.3,16.2,10.7,5.8,1.1,63.4,34.9,0.0,0.0,0.0,38793,853
2256,2890,3804,49506,7.4,68.1,5.5,3.6,5.7,76.5,5.9,9.1,1.3,0.0,125125,2226
3432,4274,4364,16124,30.2,14.1,27.3,4.6,86.2,10.7,0.9,0.0,0.4,0.0,36263,3916
2474,2926,4065,24656,6.7,24.1,24.9,13.7,12.2,53.9,7.7,4.2,2.0,3.6,47795,2451
3194,2977,4782,44776,5.1,57.2,6.4,6.6,6.9,77.8,2.6,12.1,0.2,0.0,81984,3013
2412,2460,2249,15634,22.4,15.1,13.5,7.2,89.9,6.9,2.9,0.3,0.0,0.0,42910,1946
1100,1159,1483,27646,22.7,43.8,13.7,7.5,30.4,59.0,7.4,0.4,0.0,0.0,39161,926
1538,1618,1998,19931,6.8,18.0,24.2,6.6,76.0,4.7,1.0,17.6,0.1,0.0,61098,1464
2933,2871,4721,29763,9.4,26.1,22.5,2.2,6.0,89.7,0.0,0.8,1.3,0.0,70212,3245
1976,1422,2595,23012,6.1,40.1,6.6,3.3,9.2,84.3,0.6,2.8,0.2,0.5,51650,1071
1499,619,1976,32564,46.9,42.3,26.3,14.9,3.8,72.9,16.1,2.4,0.0,0.0,24609,962
1775,2175,2828,15231,33.6,22.4,21.6,7.3,3.7,92.2,2.7,0.0,0.3,0.0,27286,1387
1735,1863,2850,28990,8.8,35.3,21.8,6.3,0.5,93.7,2.8,2.3,0.0,0.0,55476,1804
2301,2662,3473,38761,2.9,36.8,11.7,6.8,20.6,76.9,0.0,2.5,0.0,0.0,68125,2557
2479,2579,4170,33043,4.2,32.8,13.1,7.9,0.3,98.1,0.0,0.5,0.3,0.0,69567,2856
794,787,1243,24001,20.2,15.7,18.0,10.2,12.5,75.0,7.7,0.4,0.7,0.0,40994,740
2716,2914,4328,30826,8.9,55.4,15.0,1.5,4.0,89.4,0.0,2.7,1.2,0.0,55945,2992
1834,1783,2795,35952,3.8,51.9,13.8,3.7,8.5,55.2,2.8,32.0,0.0,0.0,74167,1832
2217,2699,3962,67759,8.2,66.4,7.4,0.2,4.8,86.3,6.9,1.8,0.2,0.0,100844,3218
1193,935,1651,23548,22.2,31.7,25.8,18.2,31.0,37.9,25.7,0.0,0.0,0.0,42316,995
2827,2483,3039,23114,14.9,24.4,28.0,10.1,18.3,41.4,2.9,35.2,0.4,0.0,47315,2415
