Men,Women,VotingAgeCitizen,IncomePerCap,Poverty,Professional,Service,Unemployment,Hispanic,White,Black,Asian,Native,Pacific,Income,Employed
3477,4434,6177,21141,24.3,35.8,18.5,1.6,1.9,74.1,16.0,3.9,0.0,0.2,49310,3608
1438,1736,2651,48429,3.2,60.7,12.6,2.8,0.0,92.7,5.4,0.2,0.0,0.0,79073,1861
694,693,1038,37040,7.1,41.6,16.3,0.0,2.1,95.0,0.2,0.0,1.1,0.0,80417,787
3556,3571,5269,47328,2.0,49.5,14.7,6.1,21.7,32.6,1.9,40.4,0.2,0.0,110441,3725
3799,4152,5927,26020,13.6,31.5,25.4,4.7,20.3,65.2,7.6,1.6,0.0,0.0,58859,4639
3512,3860,4459,22381,9.8,35.5,18.0,4.4,28.3,20.8,5.3,43.0,0.8,0.0,56358,3377
1387,1975,2791,48253,15.5,60.7,8.3,7.4,98.0,1.4,0.6,0.0,0.0,0.0,45670,1629
2746,3274,4261,20050,17.0,26.1,26.5,6.9,3.1,42.7,49.3,1.7,0.5,0.0,49855,2717
1569,1676,2823,36298,18.1,57.3,12.9,7.0,3.4,71.3,17.4,6.4,0.4,0.0,71111,1573
1528,1590,2223,32979,6.2,55.1,9.9,2.9,4.6,84.4,0.0,4.7,0.6,0.0,66875,1583
1391,1582,2294,24989,9.9,35.7,19.4,2.5,0.4,96.7,0.5,0.0,1.1,0.0,45682,1535
1823,1711,2266,12007,43.6,19.7,30.7,17.2,60.1,12.1,25.6,1.1,0.0,0.0,23371,1241
1507,1458,1892,20450,34.6,22.8,28.6,8.4,70.9,19.1,8.1,0.8,0.0,0.0,41047,1372
1297,1445,1406,10888,48.6,16.7,36.7,4.1,52.7,38.5,5.8,1.5,0.2,0.0,28617,982
1897,1699,2750,40388,4.7,46.5,18.7,5.5,8.4,89.1,2.3,0.1,0.0,0.0,82250,1536
3982,3131,6479,16668,21.4,48.0,16.0,4.1,4.8,79.8,8.7,4.4,0.0,0.0,37309,2257
658,594,979,12053,67.7,30.0,48.1,28.6,0.6,3.5,95.9,0.0,0.0,0.0,11607,237
2317,2500,4089,22908,18.1,32.0,19.2,5.7,2.7,96.0,0.3,0.0,0.0,0.0,43268,2281
2070,2194,3128,27784,6.4,29.5,16.9,2.4,0.2,98.0,0.1,0.1,0.0,0.0,69875,2499
1650,1602,2341,37475,12.4,40.0,19.2,1.9,9.3,84.9,1.7,1.2,1.4,0.0,63800,1727
3869,4107,7197,26637,47.8,47.5,24.3,5.1,10.1,78.4,1.8,5.5,0.6,0.0,42666,3990
1508,1391,2303,8877,60.4,28.6,23.9,11.5,99.5,0.5,0.0,0.0,0.0,0.0,14894,825
2981,2618,4631,53537,5.1,38.5,14.6,5.8,0.6,94.9,0.0,2.3,0.6,0.0,85288,3443
3363,3598,5305,26948,12.3,30.5,18.4,3.7,0.1,84.8,11.9,2.3,0.9,0.0,67900,3007
5262,5256,6975,31635,5.8,29.5,15.5,5.1,17.7,77.3,1.8,0.0,1.3,0.0,66538,4905
11676,11322,15066,43293,1.9,64.7,8.6,4.2,21.1,54.2,15.7,6.4,0.2,0.0,116320,11265
1368,1577,2058,17986,26.6,15.6,36.3,8.3,5.1,92.8,1.3,0.0,0.0,0.0,31659,1254
2534,2841,4262,44504,3.2,43.1,16.5,4.6,4.7,88.0,2.8,3.0,0.0,0.0,111063,2713
1563,1762,2492,26870,6.5,24.8,20.7,3.1,1.9,97.6,0.1,0.2,0.0,0.0,44593,1587
1052,1314,1836,20265,15.1,27.3,19.4,7.5,2.0,92.9,2.2,0.0,0.2,1.1,40469,919
3187,3558,5017,37660,6.7,57.6,11.6,3.3,2.4,80.3,9.3,4.0,0.0,0.3,71069,3290
3335,3626,4128,21892,28.2,25.0,16.7,10.1,33.6,32.8,26.9,0.5,4.3,0.0,35500,2870
1936,2518,2840,23993,8.9,33.1,14.1,7.1,86.2,8.8,1.4,3.5,0.0,0.0,58438,2064
2967,3545,5436,48609,6.8,48.1,14.7,5.3,1.5,95.3,0.8,0.7,0.3,0.0,72583,3335
3708,3903,5763,24130,12.6,30.0,24.2,8.0,1.2,91.7,2.0,0.6,0.6,0.0,51667,3648
660,776,1100,15038,34.5,24.7,22.4,12.5,0.7,12.9,77.2,1.7,1.4,0.0,16397,469
1779,1911,2858,20533,25.3,40.2,27.1,4.7,0.2,95.3,0.9,0.4,2.0,0.0,34398,1661
3485,2165,3381,16406,27.4,24.0,28.7,9.5,36.9,38.8,19.9,3.8,0.0,0.1,39648,2720
2052,2015,2057,16331,20.5,12.6,32.0,11.1,68.9,16.6,4.0,3.1,0.0,0.0,45463,1998
1506,1414,1896,21861,20.3,22.6,43.7,5.8,39.6,46.5,2.0,6.9,0.3,4.0,31429,1669
2360,2012,3338,90006,6.9,67.1,15.6,4.8,15.0,56.6,6.4,15.9,0.0,0.0,138117,2808
2226,2073,3451,28192,14.8,29.1,19.2,4.3,10.4,79.9,6.5,0.6,0.0,0.0,55900,2205
1402,1475,2378,40234,10.6,47.5,15.3,1.9,6.1,89.5,0.9,0.8,0.0,0.0,48833,1303
5313,5907,6565,18941,20.7,27.7,15.2,8.1,26.0,5.9,65.2,0.2,0.0,0.0,47206,5167
3236,3916,4605,33129,15.1,38.1,24.8,6.7,4.5,46.8,13.6,29.9,0.0,0.0,63855,3802
975,905,1489,22839,24.3,31.4,30.7,4.0,2.2,92.0,1.8,0.9,0.7,0.0,33971,1096
2341,2504,3891,26305,20.6,23.3,17.1,6.8,0.5,68.8,30.2,0.3,0.0,0.0,34864,1933
2699,2587,3470,38130,4.2,47.7,11.2,7.3,4.0,14.8,66.2,12.4,0.0,0.0,78987,3017
2926,2737,3659,83821,5.6,80.4,2.5,4.7,3.1,58.5,1.6,35.9,0.0,0.0,192356,3025
2841,2836,2181,17779,24.9,17.7,42.9,4.1,9.6,6.8,0.2,81.0,0.0,0.0,42697,2936
3970,4246,5434,25155,12.7,26.1,14.4,18.9,37.4,58.3,3.1,0.2,0.0,0.0,59344,3068
2352,2528,3885,56919,7.5,69.3,1.8,3.1,1.7,89.9,2.9,2.8,0.3,0.0,75233,3057
2879,3160,3900,31085,3.7,27.1,23.1,8.9,51.9,43.3,0.6,1.7,0.4,0.0,98106,3136
1586,1378,2115,19256,26.0,33.7,16.2,12.5,1.2,48.0,48.8,0.0,0.3,0.0,37366,1337
2930,2659,4576,30046,13.7,36.1,17.7,6.6,6.5,80.5,7.1,2.6,0.0,0.0,55188,2599
1149,1349,2011,34046,13.8,39.9,12.5,10.5,13.4,1.2,81.7,1.8,0.0,0.8,63706,1242
2748,2627,2741,51349,3.9,68.1,9.5,3.8,5.8,33.1,1.4,56.3,0.4,0.0,128631,2484
2309,2554,3797,20283,19.3,19.7,24.2,7.4,18.9,77.4,0.6,0.0,2.4,0.0,38330,1453
1550,2193,2649,12665,46.9,9.7,39.3,20.4,0.6,17.4,76.5,1.0,0.0,0.0,19668,1283
1205,1410,1984,26058,16.4,29.1,17.2,5.5,5.7,90.7,2.2,0.0,0.0,0.0,52270,1379
3193,3235,5227,30052,5.8,28.6,15.9,6.5,2.2,96.2,0.0,0.3,0.3,0.0,61424,3248
2427,2297,3611,24293,12.0,39.2,15.1,4.7,0.4,96.9,0.3,1.5,0.0,0.0,51067,2105
963,832,1361,10474,51.5,10.9,36.7,23.0,19.7,65.1,11.8,0.0,2.1,0.0,20469,523
1180,1064,1936,19991,14.8,35.7,14.1,14.5,0.2,97.9,0.0,0.0,0.7,0.0,31433,561
1889,1981,3296,32087,3.3,34.5,7.4,2.6,9.0,90.7,0.0,0.0,0.3,0.0,55321,1100
3995,3852,6067,22648,5.4,23.4,9.0,12.7,3.7,94.5,0.0,0.2,0.2,0.0,50863,2617
2315,1972,3554,13038,32.3,47.8,18.4,2.7,12.7,80.5,0.6,2.2,0.3,0.7,27731,2926
948,948,1662,47073,9.7,36.9,18.2,3.2,9.4,88.3,0.9,1.2,0.0,0.0,67500,932
3223,4188,5040,14297,38.6,5.9,38.0,18.4,33.7,4.6,46.9,9.6,0.7,0.0,18060,2350
1139,1445,1913,23381,25.6,38.0,20.1,7.0,9.1,21.6,67.3,0.3,0.0,0.0,44336,1243
754,1020,1070,10734,53.9,13.3,37.3,14.0,3.7,2.8,91.4,0.0,0.2,0.0,23367,399
1349,1376,1572,25249,12.9,26.7,20.2,4.3,65.3,25.1,0.4,7.9,0.0,0.0,61141,1473
3988,4233,5641,31647,9.5,35.5,13.8,6.4,15.4,78.1,4.3,0.2,0.0,0.0,71387,3692
1553,1337,2078,18333,20.4,22.4,12.7,7.3,10.1,80.1,8.8,0.0,0.4,0.0,49194,1515
2308,2517,3376,17853,23.5,28.1,26.2,7.9,6.0,63.1,18.9,0.2,0.3,0.0,34890,2178
1600,1793,2654,32853,11.8,49.3,12.9,3.3,3.4,53.0,21.1,22.0,0.0,0.0,47617,1918
2137,2395,2781,14876,25.3,20.4,35.9,14.5,41.7,27.8,24.7,0.4,0.0,0.0,31431,1718
3722,4158,5424,71518,4.0,65.2,11.5,7.7,8.9,81.8,4.4,2.2,0.0,0.0,104313,3356
1720,2069,2514,16251,24.1,18.1,20.5,10.1,36.0,42.6,15.8,0.0,0.2,0.0,30420,1396
2809,2856,3768,33542,8.9,49.0,9.8,3.1,11.8,78.2,0.2,7.9,0.0,0.0,85078,3017
1848,1683,2666,22556,16.1,28.9,13.2,9.0,6.0,88.5,1.3,0.0,3.1,0.0,43375,1551
2169,1891,3228,32172,8.2,30.0,18.4,5.0,10.4,81.7,4.4,1.9,0.0,0.0,59759,2200
1399,1518,2206,24452,13.8,33.2,15.8,7.4,0.2,46.8,43.6,0.0,0.0,0.0,51071,1487
2681,3158,4148,20703,18.4,24.2,14.3,4.2,16.0,74.7,7.4,0.4,0.0,0.0,48710,3009
926,1140,1865,46241,13.8,63.7,12.1,6.8,11.4,45.3,25.1,13.6,0.0,0.0,63678,1362
1397,1867,2715,19266,26.1,24.9,22.6,12.0,4.6,87.3,2.4,2.5,1.7,0.9,30175,881
3348,3327,4731,18101,15.8,18.9,27.1,5.9,15.0,58.1,23.2,0.1,0.0,0.0,41359,2753
1176,1217,2118,38067,9.8,45.1,19.1,2.3,3.0,94.9,0.0,1.7,0.3,0.0,58047,934
3623,3944,5686,22579,18.4,19.2,20.9,4.2,0.9,96.9,0.5,0.4,0.1,0.0,46510,3571
1361,1619,1479,21979,17.8,13.9,13.4,4.8,51.1,28.9,16.7,0.6,0.2,0.0,48782,1393
1280,1147,1011,8538,39.6,3.9,23.5,12.4,65.0,2.1,9.2,19.0,0.7,0.0,31802,830
1692,1504,2634,25176,28.9,39.2,20.0,14.5,7.7,64.0,0.3,7.4,1.3,4.9,30968,1039
1091,917,1687,22453,19.7,31.8,18.8,7.4,69.4,27.1,1.7,0.3,0.9,0.0,32418,976
2361,2505,2755,29440,17.4,42.4,21.7,5.2,27.1,43.3,5.8,18.4,0.0,0.0,43811,2540
2419,2236,3835,52169,6.4,63.8,12.1,1.0,0.7,92.7,6.2,0.0,0.4,0.0,86341,2718
1709,1763,2453,44777,15.3,44.9,24.8,3.4,17.1,65.0,1.8,13.5,0.0,0.0,63214,2460
2452,2634,3879,35081,12.5,38.9,15.9,11.3,11.4,79.3,0.4,4.3,0.5,0.4,61276,2148
4066,4499,7468,44548,4.5,39.9,17.4,6.0,1.0,95.8,1.4,0.3,0.0,0.0,58945,3029
1401,1677,1568,18363,22.2,9.6,25.1,8.2,63.5,24.0,5.3,6.8,0.0,0.0,32286,1360
2948,3103,4568,50746,6.4,51.7,11.6,4.3,6.9,78.0,0.7,10.6,0.0,0.0,90972,3467
2680,2941,4032,36681,3.0,45.8,13.2,4.9,1.7,87.9,1.5,5.1,2.3,0.0,104594,2782
1626,1561,2408,22997,22.5,27.4,17.4,12.0,45.2,48.3,0.2,0.0,5.5,0.0,36267,1156
2192,2505,3009,10437,46.5,10.2,34.0,24.2,7.3,8.5,81.5,2.7,0.0,0.0,19324,1612
719,729,1073,23698,6.6,20.2,25.7,4.7,0.0,92.0,0.6,5.3,1.0,0.0,44542,774
897,1011,1489,42933,2.6,50.4,5.4,3.8,1.9,93.0,1.9,1.1,0.0,0.0,93750,979
1997,2468,3474,33444,13.1,53.4,13.4,1.0,12.9,82.4,0.9,0.8,0.4,0.0,47202,2696
1270,663,1708,21943,33.7,41.0,28.4,4.5,9.4,72.2,3.2,2.6,6.5,0.0,25536,791
2649,2665,4343,43275,6.2,50.4,10.0,1.4,30.3,62.2,4.6,0.7,0.0,0.0,87487,3030
3213,3260,4699,24918,12.9,20.8,20.9,9.0,5.4,44.0,46.1,0.9,0.0,0.0,57593,3408
2953,2826,1758,11319,29.6,10.7,11.7,7.2,92.2,6.2,1.1,0.0,0.0,0.0,38625,2494
2645,2649,3369,45442,14.9,62.5,11.3,0.8,4.0,65.1,1.2,26.7,0.8,0.0,68281,2224
1953,2391,3413,22933,14.6,31.2,16.5,5.5,6.1,83.3,2.0,3.3,0.0,0.0,36362,2219
2982,3795,4113,26288,10.8,42.1,10.9,5.7,68.0,23.4,4.2,2.8,0.0,0.0,70044,3315
3185,3357,4962,23971,12.4,28.5,14.7,9.9,4.5,91.7,2.3,1.0,0.0,0.0,65021,2684
3583,3752,4722,35639,11.5,49.7,14.4,6.3,15.9,23.1,10.0,38.8,0.1,2.0,104850,3211
2275,2262,3447,22758,15.2,24.5,21.3,7.1,4.9,89.2,2.2,0.0,1.5,0.0,52610,2094
1205,1198,1941,31572,2.1,40.2,15.7,2.1,0.7,97.8,0.0,0.3,0.0,0.0,64063,1182
1125,977,1668,22287,14.5,31.6,15.6,9.5,4.9,85.5,4.6,0.0,1.6,0.0,48009,765
1881,2034,3021,22966,11.3,26.4,18.0,7.6,0.4,98.0,0.7,0.0,0.0,0.0,43271,1762
1084,974,1721,26944,10.6,40.1,22.9,9.2,7.9,91.2,0.0,0.3,0.0,0.0,42529,695
3845,4182,6090,28298,15.4,27.8,13.6,6.0,6.8,70.0,17.7,3.2,1.3,0.0,56112,4041
1878,1987,2669,24342,16.7,25.2,16.7,4.2,44.4,49.5,2.1,0.2,0.0,0.0,51028,1894
1700,1756,2598,20001,21.5,31.7,12.4,6.3,0.7,86.2,11.5,0.0,0.7,0.0,38929,1285
1308,1142,1801,31515,9.4,37.2,13.8,2.6,3.1,92.0,1.1,0.0,0.3,0.0,65274,1168
1857,1836,2167,17912,24.3,19.8,23.5,5.4,54.0,34.0,4.9,0.4,1.1,0.0,46130,1683
2849,2288,3886,30784,11.9,17.5,18.9,3.5,5.4,92.8,0.1,0.0,0.0,0.0,48833,2627
4785,5040,6031,31960,2.0,49.2,8.9,3.9,20.2,60.1,6.7,5.6,0.0,0.0,88769,5099
2406,2369,3238,23038,14.2,31.2,24.1,7.6,28.1,66.4,0.5,0.9,1.4,0.2,55208,1908
749,772,1356,31915,16.8,42.4,14.4,10.8,3.6,5.6,89.5,0.3,0.0,0.0,35461,675
2368,2481,2759,14719,28.7,23.7,34.1,16.1,32.1,29.5,36.8,0.1,0.0,0.0,34785,1854
2242,2342,3164,58618,3.4,68.7,11.0,3.0,4.0,75.7,3.0,13.9,0.0,0.0,117986,2286
2093,2375,3691,39790,2.3,44.1,12.0,1.7,2.8,87.8,7.6,0.2,0.0,0.0,74801,2444
3691,3343,5430,41587,6.0,36.1,12.9,6.6,5.8,89.3,1.1,1.8,0.0,0.0,98648,3602
3823,3725,5979,25968,11.1,30.6,19.9,5.0,8.9,85.7,0.0,3.5,0.0,0.0,49959,2290
1793,2572,3535,23005,16.0,30.2,19.2,6.8,2.3,89.6,5.7,0.4,0.1,0.0,46957,1652
2145,1956,1934,23856,8.7,22.8,23.2,5.6,59.0,4.0,1.9,34.4,0.0,0.0,90739,2099
2395,2424,3048,34907,4.7,54.6,13.6,5.4,10.5,28.9,41.8,10.2,0.0,0.3,98542,2652
1232,1577,1935,9085,48.2,14.6,34.5,18.1,0.0,1.2,97.7,0.0,0.0,0.0,18285,806
383,185,478,13499,58.9,38.5,24.3,24.3,32.2,53.2,8.1,0.0,0.7,2.3,23958,218
1914,2233,2406,18276,20.4,18.7,19.2,9.5,18.6,7.5,73.2,0.0,0.0,0.0,37416,2032
1920,1938,1252,9990,43.6,6.4,24.4,7.6,82.9,0.3,16.0,0.4,0.0,0.0,30690,1465
1495,2024,2595,20169,20.9,22.8,13.9,10.1,12.9,66.3,18.8,0.0,0.0,0.0,31502,1581
2547,2762,3296,32589,21.1,78.5,7.5,1.6,2.7,63.6,2.6,27.4,0.1,0.0,45161,2772
2746,2686,4140,18352,29.5,36.8,15.3,13.2,0.9,96.8,2.1,0.0,0.0,0.0,32849,1644
3533,3550,4800,26414,14.3,28.2,33.0,3.7,34.3,60.0,0.3,2.6,0.0,0.0,49498,4385
980,1016,1434,35484,9.1,46.3,12.8,2.7,9.8,88.9,0.0,0.5,0.0,0.1,87928,958
1053,1398,1645,14048,39.1,9.9,23.1,19.5,0.0,8.0,91.0,0.0,0.0,0.0,33091,1053
2092,2358,3417,49904,8.2,51.6,9.0,2.3,2.8,82.8,4.6,8.1,0.6,0.0,64215,2339
2169,2299,1939,14132,15.2,19.0,26.6,12.3,56.2,4.6,38.7,0.3,0.0,0.0,38942,1531
712,880,1152,13823,43.2,31.1,30.6,17.2,2.1,4.6,92.1,0.5,0.7,0.0,26172,605
5309,5640,6965,32928,4.2,47.8,16.0,3.3,0.8,89.6,1.9,6.3,0.2,0.0,98799,5261
2561,2981,4369,24055,9.5,31.7,17.7,3.6,13.2,75.8,5.2,3.2,0.0,0.0,50827,2360
2289,2787,3822,17213,31.5,22.3,21.4,13.3,0.0,29.2,64.6,0.2,0.7,0.0,33533,2048
2252,2352,3250,40569,1.8,45.9,9.6,8.0,11.4,73.7,0.3,13.9,0.5,0.0,123611,2355
2816,3294,3818,31580,1.8,57.3,11.5,6.2,10.0,31.2,41.4,14.7,0.3,0.0,73376,3244
3698,4112,5744,27831,9.3,35.9,17.2,7.3,10.2,51.5,26.5,8.4,0.4,0.0,69541,4032
2015,2389,3240,30275,7.8,36.8,11.2,3.5,5.3,83.0,10.2,0.4,0.0,0.0,58500,2490
2254,2050,2553,20265,10.3,17.3,11.6,2.7,43.8,54.9,0.0,0.1,0.3,0.0,45037,1957
3366,3314,5238,45275,8.0,43.6,15.5,5.0,3.3,92.6,1.6,1.3,0.0,0.0,79758,3366
2703,2770,4336,31690,5.5,36.6,13.9,4.3,2.6,91.5,2.7,1.8,0.0,0.0,60605,2478
2173,2195,2974,47059,8.0,56.5,14.4,4.6,23.4,49.4,1.3,18.7,0.0,0.0,87437,2293
2645,2671,3903,27944,16.3,29.4,22.3,11.6,12.8,74.0,1.5,6.5,1.6,0.0,61214,2718
3099,3183,3625,47783,3.9,62.6,9.8,4.0,6.6,17.1,1.3,70.0,0.1,1.4,139219,3070
2408,2798,2305,11186,43.2,23.9,25.7,13.2,0.0,42.6,17.3,38.5,0.0,0.0,31966,1687
1974,2073,2892,27319,8.2,26.1,11.9,2.0,5.3,77.2,12.8,0.8,0.0,0.0,54875,2040
1592,1810,2043,24355,8.2,41.1,19.3,5.1,11.4,83.9,0.2,3.6,0.1,0.0,93942,1511
4102,3636,4811,25129,13.5,30.1,20.5,6.4,19.2,51.6,24.3,1.6,0.1,0.0,51481,3909
1280,1199,1982,31057,6.3,30.4,4.9,6.9,3.1,92.7,3.5,0.0,0.5,0.0,57303,987
2670,2950,4298,29428,4.8,37.8,20.5,6.4,10.0,78.7,7.1,1.5,0.1,0.1,76988,2789
833,881,1305,38941,8.5,31.3,10.4,4.6,3.5,89.5,2.9,0.8,0.0,0.0,78636,902
1106,716,1332,57148,12.2,55.3,20.2,8.7,29.4,35.1,3.3,20.4,0.4,0.0,104375,1181
1262,1219,1907,34588,12.7,35.1,25.1,5.8,13.2,56.0,11.6,15.3,0.0,0.3,61838,1209
2580,2523,3536,46447,4.2,60.9,11.0,4.0,7.5,72.2,3.7,13.6,0.0,0.0,96103,2658
3829,4023,3906,19340,18.1,22.1,22.8,8.2,28.6,17.2,32.5,17.8,1.6,0.5,46765,3912
1544,1366,2339,18593,20.1,28.4,10.7,9.8,0.0,90.8,9.2,0.0,0.0,0.0,35841,1210
1507,1173,2283,35540,22.2,61.5,16.7,5.4,14.2,56.2,19.9,4.6,0.0,0.0,40670,1564
2036,1911,2963,48224,7.4,50.0,10.6,5.9,22.0,60.9,3.6,7.8,0.5,0.0,128901,1879
1678,1541,2329,91786,6.2,55.1,9.8,4.4,2.6,95.8,0.3,0.8,0.0,0.0,140714,1556
2401,2177,2217,30266,19.7,34.2,22.8,5.7,29.5,26.8,8.3,32.1,0.1,0.0,73000,2535
5156,4500,8063,20153,21.0,23.1,28.2,14.3,10.7,83.5,0.0,2.6,0.5,0.5,34152,2687
745,738,1222,20235,7.1,26.1,17.2,3.7,2.7,96.8,0.0,0.0,0.5,0.0,33885,628
1438,1711,2347,42644,2.8,56.4,12.6,3.3,1.0,83.4,10.4,3.7,0.0,0.0,103750,1668
2995,2889,4694,37694,9.5,39.7,17.6,2.7,2.4,94.1,0.1,3.0,0.1,0.0,66139,2869
1125,1078,1640,37541,4.1,44.4,15.7,4.4,14.3,79.1,1.4,2.2,0.2,1.0,74960,1315
3228,2903,4724,47632,0.6,51.5,8.6,3.1,4.6,84.1,0.4,6.9,0.0,0.0,108625,3770
2680,2796,3852,56770,3.8,56.0,8.6,2.2,4.3,85.8,2.1,3.5,0.0,0.0,134023,2650
3213,3653,4869,25781,5.9,30.1,12.7,7.1,1.4,68.2,22.1,3.9,0.3,0.0,63221,3621
1039,828,1646,22802,36.5,47.8,10.4,6.1,2.6,80.2,11.0,0.3,0.0,0.0,31934,1179
6300,6376,6939,52732,3.7,64.1,8.1,2.0,3.9,64.4,3.2,23.9,0.0,0.0,145667,6279
2409,2600,3011,21210,20.1,21.5,25.0,10.0,7.1,3.8,86.6,1.4,0.0,0.0,40309,2596
4810,4976,6491,26871,10.5,39.9,20.2,7.0,86.6,7.4,4.0,1.9,0.0,0.0,77972,4910
3354,3657,5455,37926,2.9,43.5,15.4,6.7,5.8,25.7,60.4,4.2,0.0,0.0,126922,3679
1780,1836,2789,25258,14.0,22.9,18.7,5.8,3.0,94.1,0.0,0.0,0.0,0.0,61746,1739
1446,1638,2594,113869,4.6,64.2,6.7,3.3,6.9,69.0,0.4,19.4,0.0,0.4,150643,2178
4102,3782,5553,20385,21.5,18.6,18.9,6.4,6.5,72.1,11.9,5.1,0.3,0.0,42313,3372
3649,3883,5754,31873,4.7,42.6,17.2,3.8,13.3,54.9,7.8,14.5,0.0,0.0,68100,3779
2225,2376,3564,7908,60.4,19.6,29.2,16.1,100.0,0.0,0.0,0.0,0.0,0.0,14327,1349
2274,1979,3206,43660,6.5,34.0,17.0,5.4,3.9,91.1,2.3,0.5,0.1,1.2,84375,1824
1183,1440,2011,32627,11.2,31.8,18.5,0.8,6.6,87.0,1.2,3.6,0.0,0.0,62079,1316
2149,1993,3128,37297,7.4,38.7,15.8,5.5,0.3,97.3,0.1,0.6,0.2,0.0,66387,1890
2171,2350,3266,94047,2.8,78.1,5.7,1.4,5.8,75.9,3.4,10.7,0.0,0.0,205461,2054
2791,2518,4304,33030,2.8,39.8,12.9,1.9,12.8,86.1,0.3,0.0,0.0,0.0,69464,2745
1560,1657,2444,63580,5.2,68.8,6.0,5.1,13.6,38.0,44.6,1.3,0.0,0.0,91711,2016
1383,1211,2003,23961,21.0,43.1,15.3,7.9,24.4,55.7,18.5,0.5,0.0,0.0,49561,1361
694,447,812,29422,26.1,23.0,18.8,13.5,10.5,72.5,13.0,0.0,0.0,0.0,31523,592
1965,2345,3161,14287,30.8,30.0,23.4,11.5,2.4,10.4,82.3,1.9,0.4,0.0,31786,1459
3815,3419,2886,14207,32.9,7.5,27.0,7.0,96.1,3.2,0.7,0.0,0.0,0.0,23007,3183
3430,3403,3443,17884,24.2,10.0,46.1,14.4,38.5,19.0,31.0,6.9,0.0,0.0,45471,3186
1807,2293,2432,25658,6.7,29.4,15.2,4.9,15.2,61.3,12.1,6.5,0.0,0.0,64375,2012
1281,1227,1723,18520,27.6,24.3,18.6,7.7,35.8,59.8,0.0,0.0,0.2,0.0,31543,1090
2747,2552,4147,26034,9.8,28.1,18.7,9.2,1.4,95.5,0.3,0.7,0.1,0.0,60104,2554
2624,2568,3657,21460,15.4,19.5,15.2,6.1,3.6,86.3,6.1,2.4,0.6,0.0,45083,2349
1602,1627,1607,16426,39.0,49.4,11.0,9.5,0.9,97.5,1.0,0.2,0.1,0.2,40833,1081
1540,2004,2651,44079,11.2,52.2,12.6,4.4,13.0,82.1,0.6,0.8,0.0,0.0,81500,2098
2094,2163,3268,29118,16.4,31.7,11.0,2.7,3.7,93.5,0.3,2.0,0.1,0.0,56838,2236
821,880,1142,10719,40.3,12.2,41.2,6.4,9.0,1.0,88.0,0.0,0.0,0.0,17268,757
1267,1461,2031,26509,11.2,34.9,16.1,12.7,26.9,40.6,16.6,7.1,0.0,0.0,49856,1202
1777,1938,2553,34682,4.8,39.4,18.3,4.7,21.1,69.9,0.1,5.1,0.4,0.0,79313,2236
1997,1941,3088,27249,15.5,32.1,21.6,5.3,3.1,56.7,36.3,0.0,1.5,0.0,45221,1949
1153,1213,1450,15106,32.0,12.5,29.9,12.2,19.9,8.2,64.0,0.0,0.6,0.5,31349,954
1873,1997,3143,20510,18.0,26.5,21.1,9.9,1.8,95.9,0.4,0.2,0.2,0.0,40294,1500
2176,2034,3261,26579,12.6,20.5,16.2,7.6,3.0,78.7,14.2,1.1,0.0,0.0,59375,2155
474,531,572,18766,40.4,32.4,25.5,10.6,50.0,27.7,8.1,0.0,14.3,0.0,35625,404
1477,1505,1837,27010,12.2,29.8,16.2,5.5,31.0,67.7,0.4,0.1,0.1,0.0,54231,1345
841,850,1163,24823,19.8,24.6,19.7,13.6,18.7,65.6,5.7,1.7,2.6,2.7,67870,463
1759,2046,3088,30403,15.9,37.2,11.8,2.4,2.9,78.1,18.4,0.7,0.0,0.0,42097,1556
2305,2109,2968,46836,1.9,61.5,6.8,7.5,11.0,85.6,0.5,1.0,0.1,0.0,101588,1963
2666,2323,2906,26604,17.6,36.1,16.3,3.8,17.2,19.6,44.2,14.9,0.0,0.0,42401,3208
1384,1594,1687,18586,26.4,25.5,16.9,10.0,47.8,39.5,0.9,9.9,0.0,0.0,33981,1348
2073,1742,2760,78844,4.0,65.0,12.3,3.9,4.7,91.1,0.0,2.9,0.0,0.0,214219,1861
2379,2295,2510,15107,46.1,23.4,27.6,10.6,45.4,10.2,41.8,1.6,0.0,0.0,27957,1680
1100,991,1716,31083,4.9,21.9,12.7,2.4,0.0,98.0,0.0,1.7,0.3,0.0,46364,1113
1934,2075,3142,33695,6.7,48.8,15.4,4.4,6.3,79.3,7.4,6.4,0.0,0.0,52094,2530
1891,1819,2648,33864,4.6,43.8,16.8,0.4,6.7,93.0,0.3,0.0,0.0,0.0,79821,2199
2169,2696,3856,34639,4.6,43.3,15.5,5.1,0.2,97.7,1.4,0.0,0.3,0.0,58956,2274
984,1064,1259,10960,40.5,31.5,30.0,17.0,2.4,11.8,0.4,0.0,81.3,2.0,30500,594
2101,1836,2929,29506,4.1,25.4,13.0,1.5,4.5,93.4,0.1,0.5,0.9,0.0,63086,2226
1645,1483,2422,16730,26.0,22.2,20.4,14.1,3.2,90.5,0.0,6.2,0.0,0.0,32013,1038
2613,2797,3769,32507,3.3,47.2,12.6,3.2,17.8,65.7,5.5,6.8,0.7,0.0,87645,2920
2532,3085,4317,44908,3.3,53.5,9.5,2.9,0.4,90.4,9.0,0.0,0.2,0.0,77227,3058
1784,1711,2450,41723,2.8,52.9,9.7,3.6,8.3,82.7,1.9,1.5,0.9,0.3,121051,1986
